source_db1_pauthors,source_db2_pauthors,source_db1_papers_authors,source_db2_papers_authors,skipped_incomplete_db1,skipped_incomplete_db2,orphaned_db1,orphaned_db2,enriched_db1_rows,enriched_db2_rows,unique_pauthors,id_mappings
217,164,1805,1312,20,11,0,0,1785,1301,217,381
