source_db,old_author_id,old_first_name,old_last_name,new_author_id
db2,115,I.,Iakonidis,51d481bb-8bd4-5318-8a7a-80f8c3b79d20
db2,116,J.,Jacko,c843e861-c002-569e-96d9-6b8c057fd159
db2,117,P.,Jenkins,1b4a6d6d-8013-5fdf-ad0b-2ea3454cd47f
db2,118,A.,Karshmer,3a0afdf9-2218-55d1-afe6-5001fea6673f
db2,119,P.,Korn,1316bec4-fee6-5ca7-98f2-6bf699433085
db2,120,A.,Marcus,64955b98-170b-57bc-9ed2-db60415aad39
db2,121,H.,Murphy,719c9682-1fda-5c01-bf72-8aed4e936a2a
db2,122,G.,Vanderheiden,521c2503-6094-50fe-a2ba-9741c6cccddf
db2,123,A.,Arnold,65208264-4c51-586e-b704-d86c3bd980df
db2,124,D.,Dardailler,417a051a-45ae-5970-aa2b-265d08aed25c
db2,125,C.,Oppermann,93525f58-0482-5fe9-9d36-5ec70db236ca
db2,126,H.,Tamura ,df89a1ff-95f6-5e15-96c4-4e81ff2f535c
db2,127,M.,Tscheligi,40f47022-cfc1-57a5-bb7c-70ad073e6886
db2,128,H.,Ueda,6c99387b-d63c-5269-a836-6a4f987fc043
db2,129,A.,Waern,7a4b1b33-f8f2-5a98-b280-c652749d51e6
db2,130,P.,Hansen,630af5e4-88ec-5b71-8acc-2a19b9345e56
db2,131,P.,Charlier,904b978c-a0bf-57f0-8c5f-2e82c73d2e7c
db2,132,A.,Delvaux,2f7a1499-79c7-5c4f-af83-cbaff0107b4c
db2,133,J.H.,Devlies,1c6d0975-5143-5737-bbfb-9faa10adeecc
db2,134,H.,Eriksson,fa71dffe-f6c7-5333-ad06-fb5bdfc0e269
db2,135,F.,Gremy,c27fe761-0e05-54e6-8805-591a559f2078
db2,136,J.,Hickey,7359cd69-85f0-575e-9435-4157d34c037f
db2,137,P.,Micossi,ab6b694b-3b7f-5350-b343-f877bd86fe36
db2,138,J.L.,Monteagudo,63ed6b1e-2e1d-5bd4-82ef-6ac38764a8a7
db2,139,N.,Rossing,f25e391d-4bf1-5910-a8ef-83b70ae06db6
db2,140,G.,Sanderson,cc418342-e2c9-551b-bf6d-7290609fec80
db2,141,I.,Sannes,0cb3a7f4-6988-5b3e-ae78-6a7bde156fc0
db2,142,K.,Smedema,3f2c1e7c-dd28-5dfd-808d-29f6709ff84f
db2,143,M.,Tolppanen,36ccc5fa-f141-5932-8e9a-ee2b95cfcc83
db2,144,J.H.,Van Bemmel,301e2579-04cf-54a3-82af-79a13c1ec0b6
db2,145,W.,Van Eimeren,2e9b8c0c-130a-57a4-b2e7-a89f4239574d
db2,146,K.,Voge,5139b34e-1e2a-5ecb-b322-ec1627a1d2bf
db2,147,J-C.,Healy,44f70ca5-98f9-5f8f-a955-bb03ac7db9f8
db2,148,P.,Karp,f3150e0c-5700-5c12-bbcd-28a7076b35fb
db2,149,J.,Lacompe,29386da2-8c2a-51d6-8b24-b84396924528
db2,150,P.,Atkinson,78a5ab6b-f8f8-5eb2-9507-174eaa0f1c80
db2,151,L.,Martinelli,b2b0da1f-fa52-5ce0-9c37-3d2e8612688f
db2,152,S.S.,Baig,d65a4ceb-975e-5fab-a8ea-b95990ff56f3
db2,153,Harald,Weber,1fa2748b-0592-5c6a-a13f-6fe06cca75d7
db2,154,M.,Pieper,5731e49b-a1a1-5e7e-b60a-84c690879bba
db2,155,A.,Nabil,0cfa3429-ff10-5a49-bdf2-2f3083a206d5
db2,156,M.F.,Costabile,c9db5f4f-22b6-56d2-ad6f-b85109dfe81e
db2,157,H.,Doare ,468044c8-8b1a-5ed4-b116-88053e18f01a
db2,158,V.,Frank,cb6bedd9-d44a-51ee-867e-ac476c08a904
db2,159,G.,De Moor,8b7d35c1-bcc9-50c7-8ff4-134c381ebf1d
db2,160,M.F.,Story,f7a4afe0-3308-5f11-a0c9-5fbf1089810b
db2,161,G.,Vanderdonckt,a4dc61e8-4f06-5e06-9f0a-39a17958d2ad
db2,162,W.,Dierckx,865bef54-cdf2-5af6-a6c2-741511b8db49
db2,163,L.,Karefylaki ,9b9065fc-6f80-5c56-96df-318772b4c25c
db2,164,Zacharias,Protogeros,3f56227d-1cfb-5884-a237-b04481fc63e8
db2,165,,Leiderman,f43ae89b-a8f8-593c-a3b1-e6e56775540c
db2,166,Frank,Leidermann,09f94686-78a4-5d4c-868a-64be14c96b79
