book_topic_id,topic_name
6571834b-441d-5eb1-8015-f4a5794563c8,Data Security
e92c500e-1c9b-594f-8c8f-ab7b54925e40,Springer Briefs in Cybersecurity
82cc4160-8bf1-5e9e-a9e9-3695cc5629f1,Evakuation
6af20389-8fd4-5249-92a2-de03314b4adc,Safety
ddec8068-7067-5155-9a98-a64b6d534d6e,Risk Management
82d4063b-ca8e-53e3-b30d-9c9a2091deac,user engineering
119c3f1c-97b8-5053-80e9-6a3fe0f601a6,Lecture Notes in Electrical Engineering
d2ed99fa-f09e-5d2f-859b-c0d5892ff232,teenagers
91945dd0-33b9-584f-aa1a-3f49fcf968a9,Children
49bcffc0-d7c3-5014-b112-a660811e9d53,secularization
939ff3df-7743-580a-8ab3-6cbd4426738b,Art
4a609314-2720-5c8d-a2d5-8eaf9b107f3f,smart learning
3d8098f5-e391-587a-b8c6-a424594b6b37,smart cities
2ffb6905-ef9d-5ba3-ab69-bb01cd10109f,tablet technology
5fbc12aa-7fa9-5657-8c4a-8ee223f2a1df,User centred design
1a6835b7-f55d-5ff3-93a0-c57ea0a2865b,creativity
cb5c43bb-5d0b-5486-9495-37b4e11b2241,Automotive environments
bab92dec-057b-5628-af4f-40c8cdee4c25,Distributed systems
f36ceae4-5e27-5f30-8044-e757111aa8a9,monitoring
1e438c07-5b01-53ad-be91-59b2e60a73ac,springer Briefs in Human-Computer Interaction
7b7f264b-3b6e-5fa4-9b05-56dfc6f0fcab,Government
c3658e45-4c0c-5d44-a349-1e1334c40a99,Springer Notes in Computer Science
dbf2a13c-6b46-519c-8c18-8d5618472831,User Expeience
1df840f0-4dd1-5ea5-aeb4-4b3e7fcd33aa,Undergraduate topics in Computer Science
cc662828-4fbb-5726-a655-3ab0d87dbae3,big data
a0685114-a250-5e02-8028-fad85a3dc2b6,Questionnaire design
df2f6cf0-c21e-542e-b7f5-dafb14de9ed6,User Experience
491f9f3b-a60e-5f14-8a56-fd2b1489cffc,Digital technologies
df9db785-f0b8-5025-9477-803da0716b97,Museums
f4665447-29e3-5218-98d1-e83006ea810e,Transport
850c767a-3795-595e-af44-841b68d8e97d,virtual environments
c25c2361-fb56-580e-822a-b67e94148458,Assistive Environments
5f6b3563-9aa4-5fce-bab9-938522d021c9,Cybersecurity
ce0b6e46-a3af-51f1-bfd8-bcd50b4c427a,Cognitive Ergonomics
1c2f254a-c375-5adc-85b4-c78029ac9a19,well-being
e5ed0a5e-b076-5630-93d6-cc875822d719,aging
fe18321e-6ed7-5abb-a7f7-c3ecf254cbe7,ethics
02a9c4ca-b149-51c7-a440-63389b498980,Sustainability
241c1c1d-6c98-556d-9b61-fc1623335fee,intelligent environments
a640455d-19b6-5c12-8178-25f3fdee1b68,Automation
d40aa7f1-a2a0-5287-a04f-5f7dcb394c85,e-services
320c539f-7028-57b5-a59f-348d734b2028,Deep Learning
80ebd192-3dc0-54a4-afda-ad1c7372ce88,Cognitive Technologies
be3fd04b-beb6-5d24-8688-023a65427abf,Text-to-Speech (TTS) 
40b7ab13-9f90-5c67-b055-540f49cf45ee,Teaching Technology
c4e4959b-ef2b-56e1-8641-6d376c13baca,Information Science and Technology (IST)
87557a8d-dffc-5a06-a5ac-a52a504b0247,extended reality
b5e35336-5226-5f45-b310-cccd0ca80bb6,biometrics
b0b2f859-fb59-5dcb-9ad2-dd093a497963,arts
f893b9a7-efed-5a6c-8624-e27e63e086d4,Metaverse
7cc23464-02a1-50f9-8a69-be7dabe5b9ca,UX
2ac5d2b6-c82c-5c10-9bd4-ad5347667dee,artificial psychology
28372092-1c86-5068-af8e-f6e12552125a,language models
210891de-64b3-542f-b3bf-feb02dd5e3b4,autism
068783d2-010c-5698-afb1-384a7a1e5f90,Conceptual Models
39e06ca8-1202-5eb0-8c4d-dd345ed18230,humanity
d1de09d6-d6da-568c-a67c-980dfdff0b17,sketching
69122e7b-55e5-51c9-88d5-375a5021d929,Technology Acceptance Model (TAM)
aa3528de-0991-5fd9-8748-ae60919c07f2,World Wide Web navigation
27c35e14-2f75-5983-85af-7812bb868089,User Support Tools
7cc63f99-af3f-5509-bf17-ec498e861dba,Aged Population
8bf04bb5-13c7-523c-b9d6-7305e9bd156a,mobility
0a4a5b62-af7c-5cc4-a0f4-58c559f8fac7,multimodality
489eb53a-b5f0-55d5-a696-d9085c103935,pervasive interactions
6ab0eaba-393d-5393-9a8c-98757609613e,human aspects
9b96a040-9f5e-58d4-805c-56542553bd18,Digital Human Modeling
0139fdb5-02e5-53c3-a272-16e91d1aa497,distributed interactions
1af605bb-6ea2-5bfe-8797-03ccbd93183d,privacy
