"BooksReaderID","BookID","ReaderID","DateIssued","ReturnedDate","Type"
"1089","3812","113","2016-01-21 00:00:00.0","null","Copy"
"1090","3488","113","2016-01-21 00:00:00.0","null","Copy"
"1091","3865","113","2016-01-21 00:00:00.0","null","Copy"
"1092","3866","113","2016-01-21 00:00:00.0","null","Copy"
"1093","3867","113","2016-01-21 00:00:00.0","null","Copy"
"1094","3809","113","2016-01-21 00:00:00.0","null","Copy"
"1095","3825","113","2016-01-21 00:00:00.0","null","Copy"
"1096","3755","113","2016-01-21 00:00:00.0","null","Copy"
"1097","3875","113","2016-01-21 00:00:00.0","null","Copy"
"1098","3874","113","2016-01-21 00:00:00.0","null","Copy"
"1099","1503","124","2016-02-18 00:00:00.0","null","Copy"
"1100","1504","124","2016-02-18 00:00:00.0","null","Copy"
"1101","3925","42","2017-01-16 00:00:00.0","null","Copy"
"1102","3993","113","2018-08-10 00:00:00.0","null","Copy"
"1103","3992","113","2018-08-10 00:00:00.0","null","Copy"
"1104","4009","127","2018-09-10 00:00:00.0","null","Copy"
"1105","4010","124","2019-04-05 00:00:00.0","null","Copy"
