BookID,BookTopicID,TopicID
926,3156,26
927,3157,5
928,3158,24
929,3159,116
930,3160,22
931,3161,22
932,3162,23
933,3163,116
934,3164,90
935,3165,119
936,3166,14
937,3167,15
938,3168,7
939,3169,22
940,3170,28
941,3171,10
942,3172,89
943,3173,85
944,3174,119
945,3175,31
946,3176,42
947,3177,22
948,3178,10
949,3179,10
950,3180,10
951,3181,103
952,3182,21
953,3183,10
954,3184,42
955,3185,26
956,3186,86
957,3187,76
958,3188,63
959,3189,10
960,3190,22
961,3191,83
962,3192,63
963,3193,8
964,3194,47
965,3195,47
966,3196,26
967,3197,103
968,3198,103
969,3199,10
970,3200,104
971,3201,22
972,3202,22
973,3203,57
974,3204,143
975,3205,68
976,3206,37
977,3207,116
978,3208,148
979,3209,15
980,3210,143
981,3211,30
982,3212,89
983,3213,30
984,3214,22
985,3215,153
986,3216,153
987,3217,153
988,3218,257
989,3219,68
990,3220,155
991,3221,155
992,3222,155
993,3223,155
994,3224,155
995,3225,155
996,3226,155
997,3227,155
998,3228,155
999,3229,29
1000,3230,61
1001,3231,22
1002,3232,9
1003,3233,53
1004,3234,5
1005,3235,10
1006,3236,89
1008,3237,46
1009,3238,104
1010,3239,104
1011,3240,15
1012,3241,22
1013,3242,22
1014,3243,196
1015,3244,29
1016,3245,81
1017,3246,79
1018,3247,10
1019,3248,29
1020,3249,29
1021,3250,63
1022,3251,15
1023,3252,23
1024,3253,79
1025,3254,116
1026,3255,78
1027,3256,51
1028,3257,26
1029,3258,22
1030,3259,49
1031,3260,15
1032,3261,26
1033,3262,16
1034,3263,48
1035,3264,48
1036,3265,49
1037,3266,5
1038,3267,5
1039,3268,14
1040,3269,26
1041,3270,28
1042,3271,75
1043,3272,104
1044,3273,104
1045,3274,22
1046,3275,22
1047,3276,251
1048,3277,61
1049,3278,27
1050,3279,27
1051,3280,27
1052,3281,157
1053,3282,157
1054,3283,157
1055,3284,157
1056,3285,157
1057,3286,12
1058,3287,12
1059,3288,12
1060,3289,150
1061,3290,72
1062,3291,89
1063,3292,89
1064,3293,34
1065,3294,34
1066,3295,43
1067,3296,37
1068,3297,9
1069,3298,89
1070,3299,20
1071,3300,20
1072,3301,20
1073,3302,20
1074,3303,20
1075,3304,20
1076,3305,20
1077,3306,20
1078,3307,20
1079,3308,20
1080,3309,20
1081,3310,20
1082,3311,26
1083,3312,27
1084,3313,63
1085,3314,72
1086,3315,103
1087,3316,80
1088,3317,49
1089,3318,72
1090,3319,29
1091,3320,29
1092,3321,23
1093,3322,26
1094,3323,72
1095,3324,53
1096,3325,76
1097,3326,76
1098,3327,29
1099,3328,89
1100,3329,34
1101,3330,34
1102,3331,57
1103,3332,57
1104,3333,12
1105,3334,10
1106,3335,110
1107,3336,110
1108,3337,110
1109,3338,22
1110,3339,22
1111,3340,10
1112,3341,22
1113,3342,57
1114,3343,42
1115,3344,257
1116,3345,14
1117,3346,137
1118,3347,71
1119,3348,42
1120,3349,23
1121,3350,63
1122,3351,29
1123,3352,34
1124,3353,7
1125,3354,116
1126,3355,61
1127,3356,92
1128,3357,10
1129,3358,158
1130,3359,103
1131,3360,9
1132,3361,34
1133,3362,10
1134,3363,10
1135,3364,148
1136,3365,22
1137,3366,23
1138,3367,15
1139,3368,127
1140,3369,21
1141,3370,148
1142,3371,83
1143,3372,104
1144,3373,86
1145,3374,89
1146,3375,14
1147,3376,196
1148,3377,261
1149,3378,104
1150,3379,104
1151,3380,104
1152,3381,104
1153,3382,104
1154,3383,25
1155,3384,31
1156,3385,216
1157,3386,75
1158,3387,14
1159,3388,26
1160,3389,7
1161,3390,10
1162,3391,22
1163,3392,42
1165,3393,152
1166,3394,83
1167,3395,61
1168,3396,61
1169,3397,41
1170,3398,14
1171,3399,14
1172,3400,38
1173,3401,29
1174,3402,103
1175,3403,10
1176,3404,57
1177,3405,15
1178,3406,10
1179,3407,30
1180,3408,41
1181,3409,10
1182,3410,79
1183,3411,79
1184,3412,29
1185,3413,22
1186,3414,257
1187,3415,10
1188,3416,46
1189,3417,71
1190,3418,108
1191,3419,86
1192,3420,86
1193,3421,30
1194,3422,103
1195,3423,42
1196,3424,161
1197,3425,116
1198,3426,7
1199,3427,89
1200,3428,92
1201,3429,14
1202,3430,42
1203,3431,22
1204,3432,22
1205,3433,78
1206,3434,22
1207,3435,140
1208,3436,22
1209,3437,257
1210,3438,9
1211,3439,250
1212,3440,29
1213,3441,15
1214,3442,22
1216,3444,10
1217,3445,63
1218,3446,22
1219,3447,53
1220,3448,23
1221,3449,90
1222,3450,10
1223,3451,10
1224,3452,10
1225,3453,42
1226,3454,42
1227,3455,108
1228,3456,53
1229,3457,10
1230,3458,116
1231,3459,29
1232,3460,29
1233,3461,68
1234,3462,14
1235,3463,22
1236,3464,26
1237,3465,81
1238,3466,5
1239,3467,14
1240,3468,22
1241,3469,29
1242,3470,137
1243,3471,23
1244,3472,137
1245,3473,26
1246,3474,86
1247,3475,15
1248,3476,42
1249,3477,10
1250,3478,14
1251,3479,14
1252,3480,61
1253,3481,26
1254,3482,196
1255,3483,92
1256,3484,53
1257,3485,10
1258,3486,76
1259,3487,70
1260,3488,92
1261,3489,5
1262,3490,30
1263,3491,103
1264,3492,103
1265,3493,103
1266,3494,5
1267,3495,5
1268,3496,10
1269,3497,16
1270,3498,12
1271,3499,12
1272,3500,51
1273,3501,89
1274,3502,34
1275,3503,134
1276,3504,63
1277,3505,75
1278,3506,10
1279,3507,164
1280,3508,164
1281,3509,164
1282,3510,10
1283,3511,255
1284,3512,140
1285,3513,14
1286,3514,15
1287,3515,63
1288,3516,8
1289,3517,6
1290,3518,6
1291,3519,6
1292,3520,6
1293,3521,6
1294,3522,103
1295,3523,9
1296,3524,53
1297,3525,90
1298,3526,14
1299,3527,22
1300,3528,89
1301,3529,49
1302,3530,10
1303,3531,15
1304,3532,207
1305,3533,15
1306,3534,15
1307,3535,15
1308,3536,15
1309,3537,15
1310,3538,14
1311,3539,15
1312,3540,49
1313,3541,23
1314,3542,23
1315,3543,22
1316,3544,152
1317,3545,152
1318,3546,152
1319,3547,76
1320,3548,61
1321,3549,257
1322,3550,42
1323,3551,14
1324,3552,90
1325,3553,22
1326,3554,257
1327,3555,10
1328,3556,42
1329,3557,110
1330,3558,6
1331,3559,83
1332,3560,15
1333,3561,165
1334,3562,165
1335,3563,78
1336,3564,78
1337,3565,83
1338,3566,42
1339,3567,51
1340,3568,22
1341,3569,78
1342,3570,76
1343,3571,9
1344,3572,41
1345,3573,81
1346,3574,83
1347,3575,19
1348,3576,6
1349,3577,49
1350,3578,81
1351,3579,68
1352,3580,14
1353,3581,7
1354,3582,7
1355,3583,49
1356,3584,104
1357,3585,31
1358,3586,42
1359,3587,42
1360,3588,9
1361,3589,104
1362,3590,168
1363,3591,39
1364,3592,39
1365,3593,169
1366,3594,100
1367,3595,128
1368,3596,170
1369,3597,27
1370,3598,100
1371,3599,171
1372,3600,171
1373,3601,171
1374,3602,171
1375,3603,131
1376,3604,131
1377,3605,131
1378,3606,196
1379,3607,131
1380,3608,131
1381,3609,131
1382,3610,128
1383,3611,128
1384,3612,128
1385,3613,128
1386,3614,100
1387,3615,100
1388,3616,173
1389,3617,173
1390,3618,173
1391,3619,173
1392,3620,173
1393,3621,100
1394,3622,39
1395,3623,39
1396,3624,39
1397,3625,39
1398,3626,39
1399,3627,39
1400,3628,174
1401,3629,174
1402,3630,169
1403,3631,173
1404,3632,100
1405,3633,175
1406,3634,175
1407,3635,100
1408,3636,100
1409,3637,100
1410,3638,100
1411,3639,100
1412,3640,100
1413,3641,100
1414,3642,39
1415,3643,128
1416,3644,128
1417,3645,250
1418,3646,250
1419,3647,250
1420,3648,100
1421,3649,174
1422,3650,174
1423,3651,143
1424,3652,143
1425,3653,143
1426,3654,143
1427,3655,143
1428,3656,143
1429,3657,22
1430,3658,22
1431,3659,14
1432,3660,49
1433,3661,86
1434,3662,89
1435,3663,116
1436,3664,89
1437,3665,89
1438,3666,116
1439,3667,9
1440,3668,26
1441,3669,103
1442,3670,123
1443,3671,42
1444,3672,26
1445,3673,59
1446,3674,123
1447,3675,134
1448,3676,92
1449,3677,37
1450,3678,10
1451,3679,10
1452,3680,22
1453,3681,14
1454,3682,140
1455,3683,25
1456,3684,42
1457,3685,116
1458,3686,24
1459,3687,14
1460,3688,134
1461,3689,26
1462,3690,81
1463,3691,250
1464,3692,177
1465,3693,63
1466,3694,42
1467,3695,53
1468,3696,14
1469,3697,72
1470,3698,104
1471,3699,10
1472,3700,72
1473,3701,63
1474,3702,22
1475,3703,29
1476,3704,15
1477,3705,15
1478,3706,15
1479,3707,250
1481,3709,75
1482,3710,54
1483,3711,26
1484,3712,9
1485,3713,42
1486,3714,22
1487,3715,22
1488,3716,15
1489,3717,27
1490,3718,89
1491,3719,42
1492,3720,9
1493,3721,106
1494,3722,49
1495,3723,23
1496,3724,7
1497,3725,22
1498,3726,10
1499,3727,15
1500,3728,15
1501,3729,15
1502,3730,78
1503,3731,80
1504,3732,15
1505,3733,116
1506,3734,116
1507,3735,61
1508,3736,10
1509,3737,10
1510,3738,7
1511,3739,25
1512,3740,103
1513,3741,92
1514,3742,128
1515,3743,83
1516,3744,89
1517,3745,24
1518,3746,29
1519,3747,30
1520,3748,7
1521,3749,23
1522,3750,42
1523,3751,141
1524,3752,42
1525,3753,22
1526,3754,89
1527,3755,9
1528,3756,10
1529,3757,104
1532,3758,103
1533,3759,75
1534,3760,53
1535,3761,83
1536,3762,14
1537,3763,77
1538,3764,47
1539,3765,79
1540,3766,15
1541,3767,15
1542,3768,83
1543,3769,8
1544,3770,7
1545,3771,37
1546,3772,42
1547,3773,113
1548,3774,113
1549,3775,5
1550,3776,14
1551,3777,76
1552,3778,76
1553,3779,76
1554,3780,76
1555,3781,76
1556,3782,3
1558,3783,75
1559,3784,89
1560,3785,143
1561,3786,31
1562,3787,116
1563,3788,86
1564,3789,104
1565,3790,63
1566,3791,51
1567,3792,75
1568,3793,257
1569,3794,146
1570,3795,22
1571,3796,23
1572,3797,7
1573,3798,108
1574,3799,76
1576,3800,29
1577,3801,75
1579,3803,42
1580,3804,76
1581,3805,23
1582,3806,29
1583,3807,103
1584,3808,113
1585,3809,26
1586,3810,14
1587,3811,14
1588,3812,14
1589,3813,12
1590,3814,21
1591,3815,89
1592,3816,40
1593,3817,116
1594,3818,14
1595,3819,116
1596,3820,116
1597,3821,53
1598,3822,7
1599,3823,15
1600,3824,140
1601,3825,23
1602,3826,15
1603,3827,257
1604,3828,34
1605,3829,79
1606,3830,75
1607,3831,10
1608,3832,63
1609,3833,10
1610,3834,90
1611,3835,28
1613,3837,179
1614,3838,112
1615,3839,14
1616,3840,142
1617,3841,22
1618,3842,181
1619,3843,75
1620,3844,80
1621,3845,10
1622,3846,72
1623,3847,72
1624,3848,72
1625,3849,72
1626,3850,72
1627,3851,28
1628,3852,9
1629,3853,103
1630,3854,34
1631,3855,208
1632,3856,89
1633,3857,85
1634,3858,85
1635,3859,85
1636,3860,85
1637,3861,85
1638,3862,257
1639,3863,100
1640,3864,181
1641,3865,48
1642,3866,48
1643,3867,48
1644,3868,48
1645,3869,48
1646,3870,48
1647,3871,48
1648,3872,48
1649,3873,48
1650,3874,48
1651,3875,48
1652,3876,48
1653,3877,48
1654,3878,48
1655,3879,48
1656,3880,48
1657,3881,168
1658,3882,78
1659,3883,113
1660,3884,9
1661,3885,42
1662,3886,25
1663,3887,26
1664,3888,26
1665,3889,257
1666,3890,89
1667,3891,10
1668,3892,10
1669,3893,61
1670,3894,61
1671,3895,42
1672,3896,34
1673,3897,22
1674,3898,14
1675,3899,43
1676,3900,21
1677,3901,72
1678,3902,54
1679,3903,21
1680,3904,29
1681,3905,8
1682,3906,42
1683,3907,42
1684,3908,83
1685,3909,83
1686,3910,23
1687,3911,23
1688,3912,22
1689,3913,22
1690,3914,42
1691,3915,33
1692,3916,22
1693,3917,15
1694,3918,10
1695,3919,81
1696,3920,37
1697,3921,81
1698,3922,53
1699,3923,12
1700,3924,19
1701,3925,103
1702,3926,14
1703,3927,142
1706,3930,116
1707,3931,116
1708,3932,12
1709,3933,76
1710,3934,119
1711,3935,71
1712,3936,46
1713,3937,46
1714,3938,46
1715,3939,46
1716,3940,15
1717,3941,12
1718,3942,14
1719,3943,71
1720,3944,68
1721,3945,108
1722,3946,26
1723,3947,14
1724,3948,42
1725,3949,42
1726,3950,42
1727,3951,26
1728,3952,34
1729,3953,182
1730,3954,30
1731,3955,42
1732,3956,9
1733,3957,7
1734,3958,31
1735,3959,14
1736,3960,14
1737,3961,14
1738,3962,71
1739,3963,108
1740,3964,5
1741,3965,58
1742,3966,10
1743,3967,10
1744,3968,7
1745,3969,34
1746,3970,10
1747,3971,10
1748,3972,7
1749,3973,14
1750,3974,14
1751,3975,14
1752,3976,51
1753,3977,54
1754,3978,184
1755,3979,184
1756,3980,184
1757,3981,184
1758,3982,184
1760,3984,184
1761,3985,184
1762,3986,184
1763,3987,184
1764,3988,184
1765,3989,184
1766,3990,184
1767,3991,184
1768,3992,184
1769,3993,184
1770,3994,184
1771,3995,184
1772,3996,184
1773,3997,184
1774,3998,184
1775,3999,184
1776,4000,184
1777,4001,184
1778,4002,82
1779,4003,14
1780,4004,15
1781,4005,22
1783,4007,22
1784,4008,23
1785,4009,42
1786,4010,57
1787,4011,181
1788,4012,92
1789,4013,15
1790,4014,21
1791,4015,12
1792,4016,10
1793,4017,42
1794,4018,89
1795,4019,22
1796,4020,26
1797,4021,5
1798,4022,5
1799,4023,185
1800,4024,185
1801,4025,185
1802,4026,185
1803,4027,185
1804,4028,112
1805,4029,42
1806,4030,10
1807,4031,10
1808,4032,7
1809,4033,207
1810,4034,48
1811,4035,86
1812,4036,22
1813,4037,70
1814,4038,25
1815,4039,10
1816,4040,26
1817,4041,10
1818,4042,10
1819,4043,78
1820,4044,10
1821,4045,42
1822,4046,80
1823,4047,103
1825,4049,14
1826,4050,24
1827,4051,34
1828,4052,42
1829,4053,78
1830,4054,90
1831,4055,257
1832,4056,22
1833,4057,22
1834,4058,48
1835,4059,108
1836,4060,42
1837,4061,89
1838,4062,10
1839,4063,57
1840,4064,10
1841,4065,10
1842,4066,103
1843,4067,9
1844,4068,26
1845,4069,61
1846,4070,34
1847,4071,34
1848,4072,22
1849,4073,137
1850,4074,89
1851,4075,112
1852,4076,110
1853,4077,187
1854,4078,187
1855,4079,187
1856,4080,187
1857,4081,26
1858,4082,23
1859,4083,23
1860,4084,10
1861,4085,5
1862,4086,89
1863,4087,89
1864,4088,78
1865,4089,10
1866,4090,7
1867,4091,85
1868,4092,85
1869,4093,85
1870,4094,21
1871,4095,72
1872,4096,9
1873,4097,61
1874,4098,116
1875,4099,42
1876,4100,37
1877,4101,15
1878,4102,101
1879,4103,83
1881,4105,26
1882,4106,51
1883,4107,47
1884,4108,9
1885,4109,80
1886,4110,161
1887,4111,5
1888,4112,113
1889,4113,78
1890,4114,113
1891,4115,26
1892,4116,14
1893,4117,15
1894,4118,15
1895,4119,31
1896,4120,27
1897,4121,20
1898,4122,20
