Available,CopiesNo,EndMonth,ISSN,JournalID,Language,Number,PhotocopiesNo,Publisher,Shelf,StartMonth,Subscriber,Theme,Title,Volume,Year
1,1,,0163-6804,2499,english,9,0,ieee,g123,9,cs,standardisation and characterisation of g.729,ieee communications,35,1997
1,1,10,0739-5175,2500,english,5,0,ieee,g121,9,cs,heart smart: new trends in cardiovascular dynamics,ieee engineering in medicine and biology,16,1997
1,1,,1075-2838,2501,english,11,0,cmp media inc.,g123,11,cs,scientific / numerical: fast polynimial calculation / efficient simulation algorithms,c/c++ users journal,15,1997
1,1,,0888-8507,2502,english,17,0,ziff-davis,g120a,10,cs,big monitors small prices,pc magazine,16,1997
1,1,9,1070-986x,2503,english,3,0,ieee computer society,g123,7,cs,multimedia database systems,ieee multimedia,4,1997
1,1,,0001-0782,2504,english,10,0,acm,g121,10,cs,object-oreinted application frameworks / computer immunology / women in computing,communications of the acm,40,1997
1,1,,1070-9932,2505,english,3,0,ieee,g121,9,cs,sojourner: robot of the year,ieee robotics & automation,4,1997
1,1,,1383669x,2506,english,2,0,acm press,g123,10,cs,special section 1: data management issues in mobile computing / special section 2: error control in wireless pachet networks,mobile networks and applications,2,1997
1,1,,1064-8046,2507,english,4,0,human factors and ergonomics society,g121,10,cs,from battlefield to emergency management,ergonomics in design,5,1997
1,1,9,1044-7318,2508,english,2,0,ablex publishing corporation,g121,7,cs,articles: workload when using a mouse as an input device / the effect of pictogram-based interface design on human-computer performance / desktop agent manager (dam):  decision mechanism / toward a theory of the effectiveness of multimedia systems / effects of color compination and typography on identification of characters briefly presented on vdts,international journal of human-computer interaction,9,1997
1,1,,1067-9936,2509,english,2,0,acm,g121,6,cs,reuse standards and software,standard view acm perspectives on standardization,5,1997
1,1,,0360-0300,2511,english,3,0,acm,g121,9,cs,"this issue contains articles on mobile processes, declarative programming, and cad manufacture",acm computing surveys,29,1997
1,1,12,10406042,2512,english,10,0,sigs publications,g123,11,cs,improving your memory management: five points of better c++ code / advanced techniques for managing resources / taking control of multithreading / the pitfalls of exception handling and full librairies,c++ report,9,1997
1,1,,0013-5127,2513,english,6,0,iee,g121,11,cs,building a better grid: digital radio takes off / design for pleasure / mathematical software,iee review,43,1997
1,1,,0018-9235,2514,english,11,0,ieee,g123,11,cs,nuclear power in the 21st century / standardised designs / safer to perate / simpler to build,ieee spectrum,34,1997
1,1,11,0278-6648,2515,english,4,0,ieee,g123,10,cs,counting 1's and 0's instead of sheep and getting rems on: software reliability data mining object oriented design,ieee potentials,16,1997
1,1,10,0885-9000,2516,english,5,0,ieee computer society,g121,9,cs,cooperative information systems / also infofinder agent / dissaonance on audio interfaces / accessing power-system security / robot soccer,ieee expert,12,1997
1,1,10,0272-1732,2517,english,5,0,ieee computer society,g123,9,cs,processor architecture: simultaneous multithreading / instruction / data level parallelism / superscalar instruction issue / virtual-address caches / cache associativity / architecture optimization / also: highly reliable software,ieee micro,17,1997
1,1,,0162-8828,2518,english,9,0,ieee computer society,g121,9,cs,papers on computer vision and image analysis / document processing / pattern classification survey,ieee transactions on pattern analysis and machine intelligence,19,1997
1,1,9,1077-2626,2519,english,3,0,ieee computer society,g121,7,cs,papers: dynamic free-form deformations for animation synthesis / on approximating contours of the piecewise trilinear interpolant using triangular rational-quadratic bezier patches / scattered data interpolation with mul;tilevel b-splines / complex character positioning based on a compatible flow model of multiple supports / physically-based stochastic simplification of mathematical knots / converting discrete images to partitioning trees,ieee transactions on visualization and computer graphics,3,1997
1,1,,08899932,2520,english,12,0,miller freeman,g123,12,cs,"the com+ programming model makes it easy to write components in any language / aprogrammers perspective on new system dll features in windows nt 5.0, part ii / implementing the new win32 driver model for windows 98 nad windows nt 5.0",microsoft systems journal,12,1997
1,1,,,2521,ελληνικό,17,0,disabled hellas,g120a,14,cs,η επιβίωση είναι τέχνη,η αναπηρια τωρα,,1997
1,1,,0888-8507,2523,english,21,0,ziff-davis,g120a,12,cs,the best  pc,pc magazine,16,1997
1,1,,09535438,2524,english,1,0,elsevier,g121,8,cs,papers: multimodal messages: the pen and voice opportunity / the computer science education crisis: fact or illusion? / assessing the cognitive consequences of the bect oriented approach: a survey of empirical research on object-oriented design by individuals and teams / supporting user-adapted interface design: the use-it system,interacting with computers,9,1997
1,1,,09535438,2525,english,2,0,elsevier,g121,10,cs,"special issue on formal aspects of human computer interaction. editorial: formality, its role in bridging the communication gap between humans and computers / human-formalism interaction: studies in communication through formalism / synergistic modelling of tasks, users and systems using formal specification techniques / using the template model to analyse directory visualisation / formal reasoning about dialogue properties with automatic support / composition and synthesis with a formal interactor model",interacting with computers,9,1997
1,1,,1042-296x,2526,english,5,0,ieee,g121,10,cs,papers: least inventory control of multistorage systems with non-stochastic  unknown inputs / design of assembly sustems for modular products / a linear space of admittance control laws that guarantees foce-assembly with friction / a framed-quadtree approach for determining euclidean shortest paths in 2-d environment / ultrasound-based robot position estimation / selective stabilization of images acquired by unmanned ground vehicles / postural stability of a human riding a unicycle and its emulation by a robot  / optimal robot excitation and identification,ieee transactions on robotics and automation,13,1997
1,1,,09535438,2527,english,2,0,elsevier,g121,6,cs,special section: cognitive and educational aspects of desktop videoconferencing (part 1). papers: the identifiability of auditory icons for use in educational software for children / formal framework and necessary properties of the fusion of imput modes in user interfaces / the role of face in communication: implications for videophone design / comparison of face-to-face and video-mediated interaction / impact of video-mediated communication on simulated service encounters / videoconferencing  in a language learning application,interacting with computers,8,1996
1,1,,09535438,2528,english,3,0,elsevier,g121,10,cs,special section: cognitive and educational aspects of desktop videoconferencing  (part 2). papers:  evaluating audio and video quality in low-cost multimedia conferencing systems / informal communication is about sharing objects in media / real-time interactivity on the superjanet network / documenting the design of safey-critical interfaces,interacting with computers,8,1996
1,1,,09535438,2529,english,4,0,elsevier,g121,12,cs,"a visual approach to verseioning for text co-authoring / interaction of screen distances, screen letter heights and source document distances / investigation of voice and text output models with abstraction in a computer interface / triadic relationship between doctor, copmuter and patient / towards a practical measure of hypertext usability",interacting with computers,8,1996
1,1,,0010-4884,2531,english,9,0,acm,g121,9,cs,general literature / hardware / computer systems organisations / software / data / theory of computation / mathematics and computing / information systems / computing methodologies / computer applicatuions / computing millieux,computing reviews,38,1997
1,2,,1083-9887,2532,english,12,0,r & d publications,g120a,12,cs,visual programming / hicon /hbitmap-to-picture conversion in vb / perl + visual studio = visual perl?,windows developer's journal,8,1997
1,1,,0018-9294,2533,english,11,0,ieee,g123,11,cs,papers on modelling / imaging / signal processing / instrumentation / electromagnetic fields,ieee transactions on biomedical engineering,44,1997
1,1,,0163-6804,2534,english,10,0,ieee,g123,10,cs,management of broadband networks / intranet services and communication management,ieee communications,35,1997
1,1,,,2535,,0,0,r & d publications,,,,,windows developer's journal,0,0
1,1,,0001-0782,2536,english,11,0,acm,g121,11,cs,blueprint for the future of high-performance computing / tracking the internet trackers / virtual politicking / digital watermarks,communications of the acm,40,1997
1,1,,0018-9162,2537,english,10,0,ieee computer society,g123,10,cs,does object oriented development support reuse? / rese of info appliances / deep blue synergy / toward a packet-switched internet,ieee computer,30,1997
1,1,,0162-8828,2538,english,10,0,ieee computer society,g121,10,cs,papers on pattern classification / document processing / computer vision and image analysis,ieee transactions on pattern analysis and machine intelligence,19,1997
1,1,,1083-4427,2539,english,6,0,ieee,g121,11,cs,papers: hierarchical bayesian methods for recognition and extraction of 3-d shape features from cad solid models / a computational situation assessment model for nuclear power plant operations / the effect of reasoning logics on real-time decision making,"ieee transactions on systems, man, and cybernetics-part a: systems and humans",27,1997
1,1,10,1089-7801,2540,english,5,0,ieee computer society,g123,9,cs,intranets: eric schmidt on the intranet wars: java vm challenges microsoft,ieee internet computing,1,1997
1,1,,0018-9219,2541,english,10,0,ieee,g123,10,cs,special issue on communications in the 21st  century / papers on: new communications services / dynamic modelling / games on nets / internet data analysis / 21st century testbed / self-organising nets / signalling in emerging nets / wireless communications / atm nets / optical communication satellite nets. classic paper: radio telegraphy by gulielmo marconi,proceedings of the ieee,85,1997
1,1,,0018-9162,2542,english,11,0,ieee computer society,g123,11,cs,the changing face of education: y2k: the opportunity of the millenium / teaching agents to learn / real-time internet services,ieee computer,30,1997
1,1,,0888-8507,2543,english,18,0,ziff-davis,g120a,10,cs,56k modems: pc labs tests 19 of the fastest modems,pc magazine,16,1997
1,1,,08899932,2544,english,1,0,miller freeman,g123,1,cs,how microsoft transaction server changes the com programming model / give your applications the hot new interface look with cool menu buttons / the new html help system extends online help form the desktop to the web,microsoft systems journal,13,1998
1,1,,0888-8507,2545,english,20,0,ziff-davis,g120a,11,cs,the future of the web: the latest browsers from microsoft and netscape,pc magazine,16,1997
1,1,,1054-7460,2546,english,6,0,mit press,g117,13,cs,"articles: a framework for immersive virtual environments (five): speculations on the role of presence in virtual environments / thermal feedback in virtual environments / an evaluation of level of detail degradation in head-mounted display peripheries / a comparison of cybersickness incidencies, symptom profiles, measurement techniques, and syggestions for further research / autonomous virtualisation of real environments for telepresence applications",presence teleoperators and virtual environments,6,1997
1,1,,0888-8507,2548,english,19,0,ziff-davis,g120a,11,cs,printers: the best yet,pc magazine,16,1997
1,1,12,0272-1716,2549,english,6,0,ieee computer society,g121,11,cs,virtual reality plus illustrating with magic lens filters/ visualising 4d model dynamics / computing characteristic curves / 3d line control,ieee computer graphics and applications,17,1997
1,1,,0942-4962,2550,english,6,0,acm,g123,12,cs,papers: impact of video scheduling on bandwidth allocation for multiplexed mpeg streams / disk load balancing for video-on-demand systems / using rotational mirrored declustering for replica placement in a disk-array-based video server / joint rate control for vbr mpeg video on pvc atm links / tertiary storage in multimedia systems: staging or direct access,multimedia systems,5,1997
1,1,12,1106-9066,2551,ελληνικό,8,0,εθνικό κέντρο τεκμηρίωσης/ελλην.κ.αναδ.innovation,g120a,10,cs,"σε αυτό το τεύχος: πίνακα με ευρωπαϊκούς φορείς και εταιρείες που έχουν εκδηλώσει ενδιαφέρον για συνεργασία με αντίστοιχους φορείς στην ελλάδα, ένθετο έντυπο αναζήτησης συνεργασιών, προκυρήξεις υποβολής προτάσεων.",καινοτομια ερευνα και τεχνολογια,,1997
1,1,12,1072-5220,2553,english,6,0,acm,g123,11,cs,direct manipulation vs interface agents,interactions,4,1997
1,1,,0956-3385,2554,english,6,0,iee,g121,12,cs,information superhighway / multimedia / network control,iee computing & control engineering journal,8,1997
1,1,10,,2555,ελληνικό,68,0,πανελληνιος συλλογος παραπληγικων,g120a,9,cs,αγωνιστική κινητοποίηση του συλλόγου / εγκάινια παραρτήματος κρήτης,ο αγωνας των παραπληγικων,,1997
1,1,,0163-6804,2556,english,11,0,ieee,g123,11,cs,introduction to mobile and wireless atm,ieee communications,35,1997
1,1,,0018-9359,2557,english,4,0,ieee,g121,11,cs,"papers: ecl i/o buffers for bicmos integrated systems: a tutorial overview / development of a real-time servo control test bench / a vision-guided autonomous vehicle: an alternative micromouse competition / innovations in undergraduate engineering education through nsf ili- and nasa jove program-sponsored / development of a laboratory course sequence in semiconductor materials / an integrated undergraduate teaching  laboratory approach to multivariable materials / new macromodels of a awitch for spice applications / power supply design in the undergraduate curriculum / ""designing for emc"" - a case study for developing a course in electromagnetic compatibility (!!! cd-rom supplement)",ieee transactions on education,40,1997
1,1,,0018-9235,2558,english,12,0,ieee,g123,12,cs,new ways to play / electronic music interfaces,ieee spectrum,34,1997
1,1,,1075-2838,2559,english,11,0,cmp media inc.,g123,1,cs,java: add java portability to c++ / a java lexer with 1001 uses / simple memory allocation / lambert shading / threads + queues,c/c++ users journal,16,1998
1,1,,1083-4419,2560,english,6,0,ieee,g121,12,cs,papers: a structural-description-based vision system for automatic object recognition / visual learning of patterns and objects / toward efficient multiple molecular sequence alignment: a system of genetic algorithm and dynamic programming / fuzzy approximation via grid point sampling and singular value decomposistion / fuzzy petri net-based programmable logic controller / two theoretical and practical aspects of knitting technique: invariants and a new class of petri net / managing search complexity in linguistic geometry,"ieee transactions on systems, man, and cybernetics-part b: cybernetics",27,1997
1,1,,0162-8828,2561,english,11,0,ieee computer society,g121,11,cs,"papers on computer vision and image analysis: performance assessment through bootstrap / a discrete expression of ganny's criteria for step edge detector performances evaluation / geometric separation of partially overlapping nonrigid objects applied to automatic chromosome classification / 3d part segmentation using simulated  electrical charge distributions / prior learning and gibbs reaction-diffusion / an integrated model for evaluating the amount of data required for reliable recognition / interference of surfaces, 3d curves, and junctions from sparse, noisy, 3d data",ieee transactions on pattern analysis and machine intelligence,19,1997
1,1,,0004-5411,2562,english,4,0,acm,g121,7,cs,papers on artificial intelligence / computational geometry / data structures and analysis of algorithms / distributed computing / machine learning and computational learning / erratum,journal of the acm,44,1997
1,1,,0018-7208,2563,english,3,0,human factors and ergonomics society,g121,9,cs,"papers: a new look at an old study on information display: washburne (1927) reconsidered / cross-modal equivalence of visual and auditory scatterplots form exploring bivariate data samples / arificial looming yields improved performance over lateral motion: implications for stereoscopic display techniques / the effects of spacial frequency on binocular fusion: from elementary to complex images / visual accomodation and virtual images: do attentional factors mediate the interacting effects of perceived distance, mental workload, and stimulus presentaion modality / multiaccomodative stimuli in vr systems: problems and solutions / a methodology for optimally designing console panels for use by a single operator / competition and performance on a computer-based complex perceptual -motor task",human factors,39,1997
1,1,,1056-6201,2564,english,1,0,allied health care publications,g121,14,cs,het roessingh: world-class therapy in the netherlands / hydrotherapy / traumatic brain injury / international calendar and resources,rehab management international,7,1997
1,1,,0001-0782,2566,english,12,0,acm,g121,12,cs,visual information management / does the internet really forge friendships? / programming tools: when less is more / china's new internet rules,communications of the acm,40,1997
1,1,12,1152-6653,2567,french,39,0,unapei,g122,10,cs,rendez-vous de la dignite: le numero souvenir,vivre ensemble,,1997
1,1,,0013-5127,2568,english,1,0,iee,g121,1,cs,thrust ssc's good day at black rock / software saboteurs / bridging the gender gap / feature - project management,iee review,44,1998
1,2,12,1044-7318,2569,english,3,0,ablex publishing corporation,g121,10,cs,articles: development and evaluation in the windows computer experience questionnaire (wceq) / heuristic walkthroughs: finding the problems without  the noise / the effect of the interface on learning style in a simulation-based learning situation / analysis of information utiliasation (aiu) / preference-based human factors knowledge repository for designing user interfaces,international journal of human-computer interaction,9,1997
1,2,,1083-9887,2570,english,1,0,r & d publications,g120a,1,cs,mfc / a bit array class for mfc / fixing menu memories at runtime,windows developer's journal,9,1998
1,1,,1040-0435,2571,english,2,0,resna press,g121,13,cs,papers: potential problems associated with use of speech recognition products / wheeled mobility device database for transportation safety research and standards / a guideline for the design of a four-wheeled walker / the voice of the customer: consumers define the ideal battery charger / racial differences of frail elders in assistive technology / an interdisciplinary problem-based learning project for assistive technology education / continue to be good to be great / collin mclaurin - a tribute to a quiet giant,assistive technology,9,1997
1,1,,0964-0150,2572,english,9,0,ieee,g121,9,cs,user interfaces/ gui/ natural language processing/ user modelling/ human factors/ interactive input devices/ virtual reality and data visualization.,human-computer interaction key abstracts,,1997
1,1,,0964-0150,2573,english,10,0,ieee,g121,10,cs,user interfaces/ gui/ natural language processing/ user modelling/ human factors/ interactive input devices/ virtual reality and data visualization.,human-computer interaction key abstracts,,1997
1,1,,0018-9162,2574,english,12,0,ieee computer society,g123,12,cs,what should your speech system say? / making computers more accessible,ieee computer,30,1997
1,1,1,0278-6648,2575,english,5,0,ieee,g123,12,cs,repackaging the power industry / facing the job hunt,ieee potentials,16,97-98
1,1,,08899932,2576,english,2,0,miller freeman,g123,2,cs,may the force feedback be with you: grappling with directx and directinput / get fast and simple 3d rendering with drawprimitive and directx 5.0 / manipulate windows nt services by writing a service control program,microsoft systems journal,13,1998
1,1,12,0739-5175,2577,english,6,0,ieee,g121,11,cs,the improve  project / new biosignal interpretetaion methods for improving control of patient status in critical care,ieee engineering in medicine and biology,16,1997
1,1,,0888-8507,2578,english,22,0,ziff-davis,g120a,12,cs,the 14th annual technical excellence awards,pc magazine,16,1997
1,1,,10406042,2579,english,1,0,sigs publications,g123,1,cs,dcom vs corba: exploring the architecture of distributed objects / keys to libraries and exception safety / optimizing memory blasting / visualising objects with collaboration diagrams / where standardisation will take c++,c++ report,10,1998
1,1,,0018-9219,2580,english,11,0,ieee,g123,11,cs,special isuue on optoelectronics technology. paper on: the semiconductor kaser / molecular beam epitaxy / vapor deposition / vcse lasers / ca nitride materials / future challenges / high brightness alcaln pleds / wdm systems / optical data storage / health care optics / 3d video images / micromachining . classic paper: beam transmission of ultra short waves,proceedings of the ieee,85,1997
1,1,12,0740-7459,2581,english,6,0,ieee computer society,g123,11,cs,training for tomorrow. also: the cs-is device / internet2 / softeware on a diet / craft vs science,ieee software,14,1997
1,1,,0018-9391,2582,english,4,0,ieee,g121,11,cs,guest editorial: information technologies and technology commercialization - the research agenda. research articles: assimilating information technology innovations: strategies and moderating influences / coordinating the technology transfer and transition of information technology: a phenomenological perspective / afoption and implementation of digital-imaging technology in banking and insurance industries support strategies to foster  adoption of interorganizational innovations / the failure of sdt diffusion: a case of mass customization / alignment of a firm's competitive strategy and information technology / management sophistication: the missing link / measuring user satisfaction in an poutsourcing enviroonment. book review: project management in manufacturing and high technology management,ieee transactions on engineering management,44,1997
1,1,,07878680,2583,english,1,0,rochat & baumann,g122,1,cs,"features: hope for the future / regional sign language project trains local experts / finland to fund regional sign language / sign languages project gets the ball rolling / signing in the rain / what is deafness / ""angels in my path"" / a different kind of perfect",wfd news (magazine of the world federation of the deaf),11,1998
1,1,,07244339,2585,german,,0,gmd,g123,6,cs,visualisierung von informnationen,der gmd - spiegel,2,1992
1,1,,07244339,2586,german,,0,gmd,g123,12,cs,computergrafik und visualisierungssysteme,der gmd - spiegel,3/4,1992
1,1,,07244339,2587,english,,0,gmd,g123,9,cs,polikom - launching into telecooperation,der gmd - spiegel,1,1993
1,1,,07244339,2588,german,,0,gmd,g123,6,cs,gestaltung von telekooperationstechnik,der gmd - spiegel,2,1993
1,1,,07244339,2589,german,,0,gmd,g123,9,cs,manna - beitrage zur parallel-verarbeitung,der gmd - spiegel,3,1993
1,1,,07244339,2590,german,,0,gmd,g123,12,cs,schlosstag 1993: a vision of virtuality,der gmd - spiegel,4,1993
1,1,6,07244339,2591,german,,0,gmd,g123,3,cs,systemanalyse und parallele simulation,der gmd - spiegel,1/2,1994
1,1,,07244339,2592,german,,0,gmd,g123,9,cs,die revolution in der unternehmenskultur herausforderung fur die informationstechnik,der gmd - spiegel,3,1994
1,1,,07244339,2593,german,,0,gmd,g123,12,cs,die gmd - forschungspartner der industrie,der gmd - spiegel,4,1994
1,1,,07244339,2594,german,,0,gmd,g123,6,cs,adaptive systeme in offenen welten,der gmd - spiegel,2,1995
1,1,,07244339,2595,german,,0,gmd,g123,12,cs,imnformationstechnik fur die umwelt,der gmd - spiegel,4,1996
1,1,,07244339,2596,german,,0,gmd,g123,12,cs,auf dem weg zur informationsgesellschaft,der gmd - spiegel,4,1997
1,1,,07244339,2597,german,,0,gmd,g123,9,cs,wissenschafttliches techen - industrieprojecte und zukunftrsaufgaben,der gmd - spiegel,3,1997
1,1,,1073-0516,2598,english,3,0,acm,g121,9,cs,papers: drawing graphs to convey proximity: an incremental arrangement method / predictive enginnering models based on the epic architecture for a multimodal high-performance human-computer interaction,acm transactions on computer-human interaction,4,1997
1,1,,1063-6528,2599,english,4,0,ieee,g121,12,cs,"special issue on rehabilitative biomechanics and instrumentaion related to posture, gait, and balance",ieee transactions on rehabilitation engineering,5,1997
1,1,,0161-4128,2600,english,1,0,isaac,g123,16,cs,focusing on communication aids and techniques,communication outlook,18,1997
1,1,,00978930,2601,english,2,0,acm press,g117,,cs,the close object  buffer: a sharp shadow detection technique for radiosity methods / sampling with hammersley and halton points / a fast triangle-triangle intersection test,journal of graphics tools,2,1997
1,1,,0163-6804,2602,english,12,0,ieee,g123,12,cs,vlsi in communications / topics in broadband access,ieee communications,35,1997
1,1,,0018-9294,2603,english,1,0,ieee,g123,1,cs,papers on modelling / system design and control / signal processing / imaging,ieee transactions on biomedical engineering,45,1998
1,1,,1383669x,2604,english,3,0,acm press,g123,12,cs,protocols for mobile environments,mobile networks and applications,2,1997
1,1,,0278-0097,2608,english,4,0,ieee,g121,13,cs,assessing telecommunications policy in ghana,ieee technology and society magazine,16,1997
1,1,,0888-8507,2609,english,2,0,ziff-davis,g120a,1,cs,the top notebooks,pc magazine,17,1998
1,1,,0162-8828,2611,english,12,0,ieee computer society,g121,12,cs,papers on document processing / computer vision and image analysis / performance evaluation. short pers on computer vision and image analysis / decision trees / machine translation / document processing,ieee transactions on pattern analysis and machine intelligence,19,1997
1,1,,1042-296x,2612,english,6,0,ieee,g121,12,cs,papers: deadlock analysis of petri nets using siphons and mathematical programming / stability analysis of assemblies considering friction / sensory-based motion planning with global proofs / an integral manifold approach for tip-posistion tracking of flexible multilink manipulators,ieee transactions on robotics and automation,13,1997
1,1,12,0885-9000,2615,english,6,0,ieee computer society,g121,11,cs,at this site in 1998: ai in health care / intelligent agents / self adaptive software / data-mining tools / intelligent vehicles / autonomous space systems,ieee expert,12,1997
1,1,12,0272-1732,2616,english,6,0,ieee computer society,g123,11,cs,advanced memory technology / memory trends / direct rampus / dram + risc / sldram / accelerator + memory / bandwidth,ieee micro,17,1997
1,1,12,1070-986x,2617,english,4,0,ieee computer society,g123,10,cs,technology and applications overview,ieee multimedia,4,1997
1,1,,0018-9235,2618,english,1,0,ieee,g123,1,cs,break throughs / copper forges deeper submicron ics / wireless access goes global / scientists modulate body signals / practival evs come into range,ieee spectrum,35,1998
1,1,,1075-2838,2619,english,2,0,cmp media inc.,g123,2,cs,real-time/embedded systems: better state machines with 00 / living without floating-point / beefing up stl: hashed-based containers / rainless synchronisation: ref-counted threads / computer-assisted decisions: applying ai in c / borrowing from pascal: new types for c++,c/c++ users journal,16,1998
1,1,,0360-8581,2620,english,4,0,ieee,g121,13,cs,innovation matters,ieee engineering management review,25,1997
1,1,,0888-8507,2621,english,1,0,ziff-davis,g120a,1,cs,best products of the year,pc magazine,17,1998
1,1,,0361-1434,2623,english,4,0,ieee,g121,12,cs,papers: discovering user-generated metaphors trhough usability testing / minimalism as a framework / digital architectures: a rhetoric of electronic document structures / ethics and technical communication: a case for foundational approaches / beginnings and endings: keys to better engineering technical writing,ieee transactions on professional communication,40,1997
1,1,,0018-9294,2624,english,12,0,ieee,g123,12,cs,papers on imaging / identification and classification / instrumentation / modeling / signal processing,ieee transactions on biomedical engineering,44,1997
1,1,,0004-5411,2625,english,5,0,acm,g121,9,cs,papers on artificial intelligence / data structures and analysis of algorithms / data structures and analysis of algorithms / machine learning and computational learning / parallel computation,journal of the acm,44,1997
1,1,,0018-9219,2626,english,12,0,ieee,g123,12,cs,"special issue on the global information infrastructure. papers on: technology convergence / multimedia communication / integrated services / guaranteed qos / broadband access technologies / tag switching architecture / ip switching / cell switch router interworking / telegraphic engineering / security issues. classic paper: transidtor electronics: imperfections, unipolar and analog transistors by william shockley",proceedings of the ieee,85,1997
1,1,2,1072-5220,2627,english,1,0,acm,g123,1,cs,cultural represenation in interface ecosystems: amendments to the acm/interactions design awards criteria / telework: when your job is on the line / design: accessing the data warehouse,interactions,5,1998
1,1,,1067-9936,2628,english,3,0,acm,g121,9,cs,measuring standards,standard view acm perspectives on standardization,5,1997
1,1,,0360-0300,2629,english,4,0,acm,g121,12,cs,this issue contains two short articles on requirements enginnering and education and two long articles on 3d texture mapping and software testing.,acm computing surveys,29,1997
1,1,,0010-4884,2630,english,10,0,acm,g121,10,cs,general literature / hardware / computer systems organisations / software / data / theory of computation / mathematics and computing / information systems / computing methodologies / computer applicatuions / computing millieux,computing reviews,38,1997
1,1,,0001-0782,2631,english,1,0,acm,g121,1,cs,how electronic markets influence product prices / corporate shortcut  to  standardisation / campus-wide computing: more unioversities are finding ways to equip each student with a computer,communications of the acm,41,1998
1,1,12,,2632,ελληνικό,69,0,πανελληνιος συλλογος παραπληγικων,g120a,11,cs,κινητοποιήσεις - 3η δεκέμβρη,ο αγωνας των παραπληγικων,,1997
1,1,,0956-3385,2633,english,1,0,iee,g121,2,cs,special feature: technologies for software safety / rapid prototyping / control engineering,iee computing & control engineering journal,9,1998
1,2,,1083-9887,2634,english,2,0,r & d publications,g120a,2,cs,windows nt: deferred remote file updates for nt: scanning internet tcp/ip ports / the win95 wm_mdiactivate bug / a shell-injection dll for hooking system events,windows developer's journal,9,1998
1,1,,09535438,2635,english,3,0,elsevier,g121,1,cs,"special issue papers for shared values and shared interfaces: the role of culture in the globilisatrion of human-computer systems. other special issue papers: the role of cultural fittness in user resistence to information technology tools / meaning, the central issue in cross cultural hci design / a knowledge-based methodology for supporting multilingual and user-tailored interfaces / using the lucid method to optimioze the acceptability of shared interfaces. regular papers: integrating information-a task oriented approach / moneypenny: lessons from the messy desk.",interacting with computers,9,1998
1,1,,0001-0782,2636,english,2,0,acm,g121,2,cs,"examining data quality: calculating y2k compliance costs / reengineering inspection / online gambling risks / no justice, no peace",communications of the acm,41,1998
1,1,,0007-506x,2637,english,1,0,department of veterans affairs,g122,1,cs,scientific/technical articles: peak foot pressures influence the healing time of diabetic foot ulcers treated with total contact casts / videofluoroscopic evluation of prosthetic fit and residual limbs following transtibial amputation / experimental development of a sensory control system for an upper limb myoelectric prosthesis with cosmetic covering / accuracy and precision of volumetric determinations using two commercial cad systems for prosthetics: a technical note / three -dimensional evaluation of lumbar orthosis effects on spinal behavior / a neural net representation of experienced and nonexperienced users during manual wheelchir propulsion,journal of rehabilitation research and development,35,1998
1,1,,0942-4962,2638,english,1,0,acm,g123,1,cs,special section on multimedia information systems: a constraint-based approach to shape management in multimedia databases / packet audio playout delay adjustment: performance bounds and algorithms / merging video streams in a multimedia storage server: complexity and heuristics. regular papers: the multimedia multicasting problem / performability of disk-array-based video servers,multimedia systems,6,1998
1,1,,1073-0516,2639,english,4,0,acm,g121,12,cs,papers: selection using a one-eyed cursor in a fish tank vr environment / managing level of detail through peripheral degradation: effects on search performance with a head-mounted display / pavlov: an intrface builder for designing animated interfaces,acm transactions on computer-human interaction,4,1997
1,1,12,1077-2626,2640,english,4,0,ieee computer society,g121,10,cs,papers: a visibility matching tone reproduction operator for high dynamic range scenes / modeling and visualisation for a pearl-quality evaluation simulator / breadth-first ray tracing utilizing uniform spatial subdivision / a wavelet representation of reflectance functions / a fast gibbs sampler for synthesing constrained fractals / multiresolution representation and visualisation of volume data / out-of-core streamline visualisation on large unstructured meshes,ieee transactions on visualization and computer graphics,3,1997
1,1,,1070-9932,2641,english,4,0,ieee,g121,12,cs,exploring coastal waters with the marius robot. special issue on r&d projects funded by the european union,ieee robotics & automation,4,1997
1,1,,10406042,2642,english,2,0,sigs publications,g123,2,cs,improving design with templates: simlifying integration of tranparent functionality / how to mange templatized smart pointers / using subjects to enhance design. tips for measuring your program's performance / choosing the right pattern for your project / increasing efficiency with low overhead class design / creating user-defined facets,c++ report,10,1998
1,1,,0018-9235,2643,english,2,0,ieee,g123,2,cs,virtual fashion: the new look in digital design,ieee spectrum,35,1998
1,1,12,1089-7801,2644,english,6,0,ieee computer society,g123,11,cs,e-commerce. interview with david chaum: how much do you trust big brother?,ieee internet computing,1,1997
1,1,,08899932,2645,english,3,0,miller freeman,g123,3,cs,demystifying windows nt drivers. pop open a priviledged set of apis with windows nt kernel mode  drivers / understanting the dcom wire protocol by analysing network data packets / why do certain win32 technologies misbehave in windows nt services?,microsoft systems journal,13,1998
1,1,2,0272-1716,2646,english,1,0,ieee computer society,g121,1,cs,graphics in entartainment: morphing among multiple images / corner blending / blinn on ghosts in snowstorms / glassner on reflection,ieee computer graphics and applications,18,1998
1,1,2,0740-7459,2647,english,1,0,ieee computer society,g123,1,cs,a tale of two fortunes. also: beyond dilbert / handling your data / fear of trying,ieee software,15,1998
1,1,,0163-6804,2648,english,1,0,ieee,g123,1,cs,special issue: global network evolution: convergence or collision. selected papers from iss'97,ieee communications,36,1998
