BookID,BooksReaderID,DateIssued,ReaderID,ReturnedDate,Type
96,492,1998-09-07 00:00:00.0,7,2004-03-23 00:00:00.0,copy
3429,493,2003-09-15 00:00:00.0,43,2004-03-23 00:00:00.0,copy
3455,494,2003-12-15 00:00:00.0,10,2004-04-27 00:00:00.0,copy
3400,495,2003-05-31 00:00:00.0,10,2004-04-27 00:00:00.0,copy
3457,496,2004-01-14 00:00:00.0,10,2004-04-27 00:00:00.0,photocopy
3332,497,2002-11-28 00:00:00.0,42,2004-07-16 00:00:00.0,copy
3246,498,2001-12-14 00:00:00.0,76,2004-09-07 00:00:00.0,copy
1507,499,2001-08-02 00:00:00.0,8,2004-09-23 00:00:00.0,copy
2718,500,2003-09-11 00:00:00.0,83,2004-09-27 00:00:00.0,copy
2390,501,2003-09-11 00:00:00.0,83,2004-09-27 00:00:00.0,copy
1065,502,2002-03-29 00:00:00.0,83,2004-09-27 00:00:00.0,copy
2970,503,2003-09-11 00:00:00.0,83,2004-09-27 00:00:00.0,copy
1818,504,2003-09-11 00:00:00.0,83,2004-09-27 00:00:00.0,copy
2372,505,2003-09-11 00:00:00.0,83,2004-09-27 00:00:00.0,copy
1246,506,2002-03-29 00:00:00.0,83,2004-09-27 00:00:00.0,copy
3235,507,2003-09-11 00:00:00.0,83,2004-09-27 00:00:00.0,copy
1224,508,2003-09-09 00:00:00.0,83,2004-09-27 00:00:00.0,copy
3233,509,2002-10-07 00:00:00.0,83,2004-11-05 00:00:00.0,copy
3228,510,2002-10-07 00:00:00.0,83,2004-11-05 00:00:00.0,copy
839,511,2002-10-07 00:00:00.0,83,2004-11-05 00:00:00.0,copy
3149,512,2002-03-29 00:00:00.0,83,2004-11-05 00:00:00.0,copy
3108,513,2004-04-23 00:00:00.0,37,2004-11-05 00:00:00.0,copy
3151,514,2002-10-07 00:00:00.0,83,2004-11-16 00:00:00.0,copy
3362,515,2002-11-04 00:00:00.0,37,2004-11-16 00:00:00.0,copy
3332,516,2004-07-16 00:00:00.0,93,2004-11-16 00:00:00.0,copy
3339,517,2002-07-11 00:00:00.0,43,2004-11-16 00:00:00.0,copy
3097,518,2003-09-11 00:00:00.0,83,2004-11-17 00:00:00.0,copy
2091,519,2003-09-11 00:00:00.0,83,2004-11-17 00:00:00.0,copy
2797,520,2002-10-07 00:00:00.0,83,2004-11-17 00:00:00.0,copy
2461,521,2002-10-07 00:00:00.0,83,2004-11-17 00:00:00.0,copy
1504,522,2002-05-14 00:00:00.0,83,2004-11-17 00:00:00.0,copy
3317,523,2003-09-09 00:00:00.0,83,2004-11-17 00:00:00.0,copy
3361,524,2002-11-04 00:00:00.0,37,2004-11-17 00:00:00.0,copy
3360,525,2002-11-04 00:00:00.0,37,2004-11-17 00:00:00.0,copy
