Available,CopiesNo,EndMonth,ISSN,JournalID,Language,Number,PhotocopiesNo,Publisher,Shelf,StartMonth,Subscriber,Theme,Title,Volume,Year
1,1,,0733-8716,933,english,8,0,ieee,g121,10,cs,code division multiple access networks iii,ieee journal on selected areas in communications,14,1996
1,1,,1045-9235,934,english,4,0,ieee,cs-lib,11,δείγμα,sonet: a network management viewpoint,ieee lcs (lightwave communications systems),1,1990
1,1,,1041-4347,1271,english,1,0,ieee computer society,cs-lib,3,cs,special section on enabling technology for knowledge-based systems development,ieee transactions on knowledge and data engineering,3,1991
1,1,,1041-4347,1272,english,2,0,ieee computer society,cs-lib,6,cs,special section on artificial intelligence and management,ieee transactions on knowledge and data engineering,3,1991
1,1,,1041-4347,1273,english,3,0,ieee computer society,cs-lib,9,cs,1. reasoning systems 2. learning 3. logic programming 4. active databases 5. database views 6. access methods 7. physical database design,ieee transactions on knowledge and data engineering,3,1991
1,1,,1041-4337,1274,english,4,0,ieee computer society,cs-lib,12,cs,"papers: deductive reasoning, learning algorithms, knowledge base, production systems, object-oriented model, database models.",ieee transactions on knowledge and data engineering,3,1991
1,1,,1041-4347,1275,english,1,0,ieee computer society,cs-lib,2,cs,papers: view integration 2. relational model 3. database language 4. recursive queries 5. hashing methods 6. physical database design.,ieee transactions on knowledge and data engineering,4,1992
1,1,,1041-4347,1276,english,2,0,ieee computer society,cs-lib,4,cs,special section on self-organizing knowledge and data representation in distributed environments,ieee transactions on knowledge and data engineering,4,1992
1,1,,1041-4347,1277,english,3,0,ieee computer society,cs-lib,6,cs,1. image data representation 2. knowledge-based systems 3. query processing 4. consensus protocol 5. signature files,ieee transactions on knowledge and data engineering,4,1992
1,1,,1041-4347,1278,english,4,0,ieee computer society,cs-lib,8,cs,machine learning/rule-based systems/logic programming/query processing/object-oriented languages and tools,ieee transactions on knowledge and data engineering,4,1992
1,1,,1041-4347,1279,english,5,0,ieee computer society,cs-lib,10,cs,1. notes on concurrent engineering 2. the integration of rule systems and database systems 3. knowledge intensive software engineering tools 4. image information systems,ieee transactions on knowledge and data engineering,4,1992
1,1,,1041-4347,1280,english,6,0,ieee computer society,cs-lib,12,cs,main memory database systems/knowledge-based systems/data replication schemes,ieee transactions on knowledge and data engineering,4,1992
1,1,,1041-4347,1281,english,1,0,ieee computer society,cs-lib,2,cs,knowledge acquisition/machine learning/nonmonotonic reasoning/knowledge base management/knowledge processing architectures,ieee transactions on knowledge and data engineering,5,1993
1,1,,1041-4347,1282,english,2,0,ieee computer society,cs-lib,4,cs,"papers: knowledge representation, knowledge-based systems, expert systems, rule-based systems, object-oriented systems, data dependencies, database semantics, relational models, replicated databases, query processing.",ieee transactions on knowledge and data engineering,5,1993
1,1,,1041-4347,1283,english,3,0,ieee computer society,cs-lib,6,cs,knowledge acquisition/rule-based systems/logical inference/knowledge and software engineering/database models/database query languages/object-oriented models and languages,ieee transactions on knowledge and data engineering,5,1993
1,1,,1041-4347,1284,english,4,0,ieee computer society,cs-lib,8,cs,special section on multimedia information systems,ieee transactions on knowledge and data engineering,5,1993
1,1,,1041-4347,1285,english,5,0,ieee computer society,cs-lib,10,cs,papers: knowledge representation/constraint satisfaction/knowledge processing architectures/access methods/object-oriented databases/recursive queries/query languages/transaction processing/concurrency control,ieee transactions on knowledge and data engineering,5,1993
1,1,,1041-4347,1286,english,6,0,ieee computer society,cs-lib,12,cs,special issue in learning and discovery in knowledge-based databases,ieee transactions on knowledge and data engineering,5,1993
1,1,,1041-4347,1287,english,1,0,ieee computer society,cs-lib,2,cs,concise papers: an object-oriented query evaluation scheme for logical databases in massively parallel environment,ieee transactions on knowledge and data engineering,6,1994
1,1,,1041-4347,1288,english,2,0,ieee computer society,cs-lib,4,cs,"papers: semantic integrity, machine learning, search methods, data organization, file organization, database views, object-oriented databases, statistical database",ieee transactions on knowledge and data engineering,6,1994
1,1,,1041-4347,1289,english,3,0,ieee computer society,cs-lib,6,cs,"papers: uncertainty reasoning, search methods, nonmonotonic logic processing, database models, object-oriented models, data organization, user interface, database query processing.",ieee transactions on knowledge and data engineering,6,1994
1,1,,1041-4347,1290,english,4,0,ieee computer society,cs-lib,8,cs,"papers: logic inference, logic languages, knowledge-based systems, rule-based systems",ieee transactions on knowledge and data engineering,6,1994
1,1,,1041-4347,1291,english,5,0,ieee computer society,cs-lib,10,cs,"papers: search methods, rule-based processing, rule-based systems",ieee transactions on knowledge and data engineering,6,1994
1,1,,1041-4347,1292,english,6,0,ieee computer society,cs-lib,12,cs,"papers: machine learning, uncertainty reasoning, expert systems, rule-based systems, distributed knowledge processing, database integration, query processing, temporal databases, replicated databases",ieee transactions on knowledge and data engineering,6,1994
1,1,,1041-4347,1293,english,1,0,ieee computer society,cs-lib,2,cs,"papers: knowledge representation, uncertaintly knowledge management, logic programming, logic processing, nonmonotonic reasoning",ieee transactions on knowledge and data engineering,7,1995
1,1,,1041-4347,1294,english,2,0,ieee computer society,g121,4,cs,"regular papers: query processing, deductive databases, secure databases, statistical databases, distributed database allocation, pattern matching",ieee transactions on knowledge and data engineering,7,1995
1,1,,1041-4347,1295,english,3,0,ieee computer society,g121,6,cs,papers: mapping datalog program execution to networks of processors / wfs+branch and bound = stable models,ieee transactions on knowledge and data engineering,7,1995
1,1,,1041-4347,1296,english,4,0,ieee computer society,g121,8,cs,special section on temporal and real-time databases,ieee transactions on knowledge and data engineering,7,1995
1,1,,1041-4347,1297,english,5,0,ieee computer society,g121,10,cs,regular papers: research survey-knowledge representation/ knowledge base management/ knowledge acquisition/ knowledge bases/ machine learning/ concurrency control/ data model,ieee transactions on knowledge and data engineering,7,1995
1,1,,1041-4347,1298,english,6,0,ieee computer society,g121,12,cs,special section on query processing,ieee transactions on knowledge and data engineering,7,1995
1,1,,1041-4347,1299,english,1,0,ieee computer society,g121,2,cs,special issue on secure database systems technology,ieee transactions on knowledge and data engineering,8,1996
1,1,,1041-4347,1300,english,2,0,ieee computer society,g121,4,cs,regular papers: research surveys on learning networks/ knowledge discovery/ logic processing/ database optimization/ imprecise data/ object-oriented database systems/ partitioned databases/ sorting algorithms,ieee transactions on knowledge and data engineering,8,1996
1,1,,1041-4347,1301,english,3,0,ieee computer society,g121,6,cs,survey on methods for handling imperfect information,ieee transactions on knowledge and data engineering,8,1996
1,1,,1041-4347,1302,english,4,0,ieee computer society,g121,8,cs,special section on digital libraries,ieee transactions on knowledge and data engineering,8,1996
1,1,,1063-6692,1473,english,1,0,ieee computer society / acm,cs-lib,2,cs,a language-based approach to protocol implementation/communication architectures and algorithms for media mixing in multimedia conferences,ieee/acm transactions on networking,1,1993
1,1,,1063-6692,1474,english,2,0,ieee computer society / acm,cs-lib,4,cs,transactions papers,ieee/acm transactions on networking,1,1993
1,1,,1063-6692,1475,english,3,0,ieee computer society / acm,cs-lib,6,cs,multicast routing for multimedia communication/statistical optimization of dynamic importance sampling,ieee/acm transactions on networking,1,1993
1,1,,1063-6692,1476,english,4,0,ieee computer society / acm,cs-lib,8,cs,"network architecture and design, communication protocols, network software, network technologies, network services and applications, network operations and management",ieee/acm transactions on networking,1,1993
1,1,,1063-6692,1477,english,5,0,ieee computer society / acm,cs-lib,10,cs,packing coded video signals into atm cells/competitive routing in multiuser communication networks,ieee/acm transactions on networking,1,1993
1,1,,1063-6692,1478,english,6,0,ieee computer society / acm,cs-lib,12,cs,transactions papers,ieee/acm transactions on networking,1,1993
1,1,,1063-6692,1479,english,1,0,ieee computer society / acm,cs-lib,2,cs,"papes: on the self-similar nature of ethernet traffic , weightedsum codes for error detection and their comparison with existing codes.",ieee/acm transactions on networking,2,1994
1,1,,1063-6692,1480,english,2,0,ieee computer society / acm,cs-lib,4,cs,transactions papers,ieee/acm transactions on networking,2,1994
1,1,,1063-6692,1481,english,3,0,ieee computer society / acm,cs-lib,6,cs,papers: efficient algorithm for virtual topology design in multihop lightwave networks,ieee/acm transactions on networking,2,1994
1,1,,1063-6692,1482,english,4,0,ieee computer society / acm,cs-lib,8,cs,"papers: editorial board comings and goings, empirically derived analytic models of wide-area tcp connections",ieee/acm transactions on networking,2,1994
1,1,,1063-6692,1483,english,5,0,ieee computer society / acm,cs-lib,10,cs,transactions papers: editorial-developing an electronic presence for the ieee/acm transactions on networking,ieee/acm transactions on networking,2,1994
1,1,,1063-6692,1484,english,6,0,ieee computer society / acm,cs-lib,12,cs,transactions papers: a modular multirate video distribution system-design and dimensioning / erlang capacity and uniform approximations for shared unbuffered resources,ieee/acm transactions on networking,2,1994
1,1,,1063-6692,1485,english,1,0,ieee computer society / acm,cs-lib,2,cs,transactions papers: a new distribution network based on controlled switching elements and its applications,ieee/acm transactions on networking,3,1995
1,1,,1063-6692,1486,english,2,0,ieee computer society / acm,g121,4,cs,transactions papers: an analysis of user input to an x.500 white pages directory service,ieee/acm transactions on networking,3,1995
1,1,,1063-6692,1487,english,4,0,ieee computer society / acm,g121,8,cs,transactions papers: link-sharing and resource management models for packet networks,ieee/acm transactions on networking,3,1995
1,1,,1063-6692,1488,english,5,0,ieee computer society / acm,g121,10,cs,transactions papers: routing and wavelength assignment in all-optical networks/ resource partitioning for real-time communication,ieee/acm transactions on networking,3,1995
1,1,,1063-6692,1489,english,6,0,ieee computer society / acm,g121,12,cs,transactions papers: on call processing delay in high speed networks,ieee/acm transactions on networking,3,1995
1,1,,1063-6692,1490,english,1,0,ieee computer society / acm,g121,2,cs,"transactions papers: the tenet real-time protocol suite: design, implementation, and experiences",ieee/acm transactions on networking,4,1996
1,1,,1063-6692,1491,english,2,0,ieee computer society / acm,g121,4,cs,transactions papers: trading packet headers for packet processing/ the pim architecture for wide-area multicast routing,ieee/acm transactions on networking,4,1996
1,1,,1063-6692,1492,english,3,0,ieee computer society / acm,g121,6,cs,transactions papers: what are the implications of long-range dependence for vbr-video traffic engineering?/ performance evaluation and cache analysis of an ilp protocol implementation,ieee/acm transactions on networking,4,1996
1,1,,1063-6692,1493,english,4,0,ieee computer society / acm,g121,8,cs,papers: efficient network qos provisioning based on per node traffic shaping,ieee/acm transactions on networking,4,1996
1,1,,0733-8724,1494,english,6,0,ieee,g121,6,δείγμα,special issue on multiwavelength optical technology and networks,ieee/osa journal of lightwave technology,14,1996
1,1,,1069-0115,1495,english,1,0,elsevier science,g121,1,δείγμα,papers: highly available and reliable communication protocols for heterogeneous systems/ a fuzzy expert system approach for real-time monitoring of endemic diseases,information sciences applications,3,1995
1,1,,,1496,english,2,0,national information forum,g122,3,δείγμα,"sharing ideas on how to get information to disabled people: in this issue we have featured innovative travel information services, describing a cross-europe motor route planning system devised by disabled people.",innovations in information,0,1994
1,1,,,1497,english,5,0,national information forum,g122,4,cs,cruising the super highway/ berlin without barries/ the cyberia espresso/ quick courts/ to boldly go,innovations in information,0,1995
1,1,,,1498,english,6,0,national information forum,g122,7,cs,getting around paris with information in 5 languages in image and text/ viva air takes no chances blind passengers have instructions in braille,innovations in information,0,1995
1,1,,0953-5438,1499,english,1,0,elsevier science b.v.,g121,3,cs,editorial: a goal satisfied: rapid journal publication,interacting with computers,8,1996
1,1,,0953-5438,1500,english,2,0,elsevier science b.v.,g121,6,cs,special section: cognitive and educational aspects of desktop videoconferencing (part 1),interacting with computers,8,1996
1,1,,0953-5438,1501,english,3,0,elsevier science b.v.,g121,11,cs,special section: cognitive and educational aspects of desktop videoconferencing (part 2),interacting with computers,8,1996
1,1,,1045-2699,1522,english,1,0,john wiley & sons,g122,13,δείγμα,special issue: human factors in automation: implications for manufacturing,international journal of human factors in manufacturing,5,1995
1,1,,0020-7373,1523,english,6,0,academic press,cs-lib,6,δείγμα,"an experimental evaluation of delimiters in a command language syntax, on the complexity of recursion in problem-solving, an experimental comparison of tabular and graphic data presentation.",international journal of man-machine studies,20,1984
1,1,,1049-8915,1524,english,4,0,john wiley & sons,g122,12,δείγμα,this journal provides a focus for original results of research in interconnection interoperability of computer networks and systems,internetworking,5,1994
1,1,,1064-1246,1525,english,1,0,john wiley & sons,g122,15,δείγμα,applications in engineering and technology,journal of intelligent & fuzzy systems,2,1994
1,1,4,0309-1902,1526,english,1,0,taylor & francis,cs-lib,1,δείγμα,an international bimonthly journal promoting the application of engineering and technology in medical research and clinical medicine.,journal of medical engineering & technology,13,1989
1,1,,0741-2223,1532,english,5,0,john wiley & sons,g122,5,δείγμα,papers: joint space trajectory planning for flexible manipulators,journal of robotic systems,12,1995
1,1,,0004-5411,1533,english,3,0,acm,g121,5,cs,artificial intelligence/complexity of algorithms/logic in compute science/machine learning,journal of the association for computing machinery,41,1994
1,1,,0004-5411,1534,english,4,0,acm,g121,7,cs,artificial intelligence/complexity of algorithms/computer system modeling and analysis/data structures and analysis of algorithms/distributed computing,journal of the association for computing machinery,41,1994
1,1,,0004-5411,1535,english,5,0,acm,g121,9,cs,artificial intelligence/computer architecture/computer system modeling and analysis/complexity of algorithms/complexity theory/data structures and analysis of algorithms/distributing computing,journal of the association for computing machinery,41,1994
1,1,,0004-5411,1536,english,6,0,acm,g121,11,cs,complexity of algorithms / computer system modeling and analysis / data structures and analysis of algorithms / database theory / deductive systems and equational reasoning / distributed computing,journal of the association for computing machinery,41,1994
1,1,,0004-5411,1537,english,1,0,acm,g121,1,cs,artificial intelligence / computational geometry / computer architecture / distributed computing / parallel computation / programming languages and methodology,journal of the association for computing machinery,42,1995
1,1,,0004-5411,1538,english,2,0,acm,g121,3,cs,papers on ai / complexity of algorithms / database theory / distributed computing / formal languages and complexity theory / logic in computer science,journal of the association for computing machinery,42,1995
1,1,,0004-5411,1539,english,3,0,acm,g121,5,cs,papers on ai/ graph theory and combinatorial structures/ operations research/ parallel computation/ programming languages and methodology,journal of the association for computing machinery,42,1995
1,1,,0004-5411,1540,english,4,0,acm,g121,7,cs,"papers on artificial intelligence, deductive systems and educational reasoning, graph theory and combinatorial structures, logic in computer science, parallel computation",journal of the association for computing machinery,42,1995
1,1,,0004-5411,1541,english,5,0,acm,g121,9,cs,"papers on computer system modeling and analysis, data structures and analysis of algorithms, deductive systems and educational reasoning, distributed computing, graph theory and combinational structures, operations research.",journal of the association for computing machinery,42,1995
1,1,,0004-5411,1542,english,6,0,acm,g121,11,cs,"papers on complexity of algorithms, computational learning theory, cryptology, deductive systems and educational reasoning, distributed computing, programming languages and methodology",journal of the association for computing machinery,42,1995
1,1,,0927-3034,1548,english,4,0,elsevier science,g121,12,δείγμα,"formal languages and their use for the synthesis of words, images and sounds",languages of design,2,1994
1,1,,0741-8647,1549,english,7,0,macworld communications,cs-lib,7,δείγμα,cd-rom drives/photo cd/privacy/routers/desktop calendars,macworld,10,1993
1,1,,0047-6552,1550,english,1,0,kluwer academic publishers,cs-lib,17,δείγμα,signal processing-imaging systems-assist systems-sensors and instrumentation-computers,medical progress through technology,14,1988
1,1,,,1551,english,2,0,microsoft,g120a,3,cs,writing 32-bit applications for all windows platforms,microsoft developer network news,3,1994
1,1,,,1552,english,3,0,microsoft,g120a,5,cs,searching the development library/converting a c app to c++/the multimedia crystal ball,microsoft developer network news,3,1994
1,1,,,1553,english,4,0,microsoft,g120a,7,cs,converting vbx controls to ole custom controls,microsoft developer network news,3,1994
1,1,,,1554,english,5,0,microsoft,g120a,9,cs,the foxpro client-server hunt/the state of ole control /going global with visual c++ 2.0,microsoft developer network news,3,1994
1,1,,,1555,english,6,0,microsoft,g120a,11,cs,windows nt and developers/visual basic in an info system,microsoft developer network news,3,1994
1,1,2,,1556,english,1,0,microsoft,g120a,1,cs,windows 95 goes global/international compuserve resources,microsoft developer network news,4,1995
1,1,4,,1557,english,2,0,microsoft,g120a,3,cs,windows 95 controls on windows nt/visual c++ 2.1/new windows setup guidelines,microsoft developer network news,4,1995
1,1,6,,1558,english,3,0,microsoft,g120a,5,cs,special windows 95 / the microsoft network / high performance in win32,microsoft developer network news,4,1995
1,1,8,,1559,english,4,0,microsoft,g120a,7,cs,programming for the windows 95 game sdk,microsoft developer network news,4,1995
1,1,12,,1560,english,6,0,microsoft,g120a,11,cs,distribute the load with remote automation visual basic 4.0 and ole 2.0 now provide the tools to build distributed solutions,microsoft developer network news,4,1995
1,1,2,,1561,english,1,0,microsoft,g120a,1,cs,what's microsoft up to on the internet?,microsoft developer network news,5,1996
1,1,,0364-9342,1562,english,1,0,cahners publishing,cs-lib,1,cs,postscript/microrisc/software trends '88,mini-micro systems,0,1988
1,1,,0364-9342,1563,english,4,0,cahners publishing,cs-lib,4,cs,drive testing/unix/tape drives,mini-micro systems,0,1988
1,1,,0364-9342,1564,english,5,0,cahners publishing,cs-lib,5,cs,database management systems/micro-to-mainframe links,mini-micro systems,0,1987
1,1,,0364-9342,1565,english,6,0,cahners publishing,cs-lib,6,cs,distributed dbmses/minicomputers/uninterruptible power systems,mini-micro systems,0,1987
1,1,,0364-9342,1566,english,7,0,cahners publishing,cs-lib,7,cs,"more workstations/image-processing, product tables: graphics terminals, monitors",mini-micro systems,0,1987
1,1,,0364-9342,1567,english,8,0,cahners publishing,cs-lib,8,cs,artificial intelligence hardware/multiuser systems,mini-micro systems,0,1987
1,1,,0364-9342,1568,english,10,0,cahners publishing,cs-lib,10,cs,graphics ics/fax boards/minisuper computers,mini-micro systems,0,1987
1,1,,0364-9342,1569,english,11,0,cahners publishing,cs-lib,11,cs,focus on apple/pick os/disk and tape,mini-micro systems,0,1987
1,1,,0364-9342,1570,english,12,0,cahners publishing,cs-lib,12,cs,optical disks/benchmarks/ibm on os/2,mini-micro systems,0,1987
1,1,,,1571,ελληνικό,1,0,compupress,cs-lib,10,cs,multimedia/κάρτες video,multimedia & cd-rom,0,1993
1,1,,,1572,ελληνικό,2,0,compupress,cs-lib,11,cs,cd-rom drivers/video for windows/multimedia,multimedia & cd-rom,0,1993
1,1,,,1573,ελληνικό,3,0,compupress,cs-lib,12,cs,"multimedia pc, multimedia παρουσιάσεις, microsoft dinosaurs, κάρτες ήχου.",multimedia & cd-rom,0,1993
1,1,,,1574,ελληνικό,4,0,compupress,cs-lib,1,cs,"multimedia pc, microsoft sound system 2.0, microsoft multimedia viewer 2.0, adobe premier 1.0 for windows, microsoft cinemania",multimedia & cd-rom,0,1994
1,1,,,1575,ελληνικό,5,0,compupress,cs-lib,3,cs,special edition: video blaster,multimedia & cd-rom,0,1994
1,1,,,1576,ελληνικό,6,0,compupress,cs-lib,4,cs,"panasonic cf-v21p, cd-rom drives",multimedia & cd-rom,0,1994
1,1,,,1577,ελληνικό,7,0,compupress,cs-lib,5,cs,"unique multimedia pc, lotus 1-2-3 r.4 multimedia edition, κάρτες ηχου",multimedia & cd-rom,0,1994
1,1,,,1578,ελληνικό,8,0,compupress,cs-lib,6,cs,η ελληνική αγορά των multimedia,multimedia & cd-rom,0,1994
1,1,8,,1579,ελληνικό,9,0,compupress,cs-lib,7,cs,"dictionary of the living word, multimedia news, great wonders of the word",multimedia & cd-rom,0,1994
1,1,,,1580,ελληνικό,10,0,compupress,cs-lib,9,cs,microsoft bookshelf '94,multimedia & cd-rom,0,1994
1,2,,,1581,ελληνικό,11,0,compupress,cs-lib,10,cs,woodstock: 3 days of peace & music,multimedia & cd-rom,0,1994
1,1,,,1582,ελληνικό,12,0,compupress,cs-lib,11,cs,"microsoft ancient lands, multimedia pcs",multimedia & cd-rom,0,1994
1,1,,,1583,ελληνικό,13,0,compupress,cs-lib,12,cs,multimedia games,multimedia & cd-rom,0,1994
1,1,,,1584,ελληνικό,14,0,compupress,cs-lib,1,cs,cd-rom drives,multimedia & cd-rom,0,1994
1,1,,,1602,english,0,0,newsweek inc.,g122,3,δείγμα,computers & communications the new alliances,newsweek,0,1993
1,1,,,1603,english,0,0,newsweek inc.,g122,11,δείγμα,office automation: networks in action,newsweek,0,1993
1,1,,0002-9920,1604,english,1,0,american mathematical society,cs-lib,1,δείγμα,factoring polynomials quickly/supercomputers and the nsf/mathematical text processing,notices of the american mathematical society,34,1987
1,1,,0272-9490,1605,english,11,0,official publication of the american,g122,11,δείγμα,"nationally speaking-technology applications in occupational therapy, computers and occupational therapy",occupational therapy,41,1987
1,1,,1051-9696,1606,english,6,0,cobb group,group-lib,6,δείγμα,inplementing an incremental search in paradox for windows,paradox developer's journal,4,1993
1,1,,0899-1847,1607,english,4,0,ziff-davis,cs-lib,11,δείγμα,"user interface wars, dos 4.0, super scanners",pc computing,1,1988
1,1,,,1608,english,7,0,ziff-davis,g122,7,δείγμα,windows nt/mobile computing/the ultimate notebook/speed pocket modems/tiny mobile printers/powerful pcmcia cards,pc computing,6,1993
1,1,,0952-3014,1679,english,10,0,database publications ltd,cs-lib,2,δείγμα,"getting to grips with graphics, opus datasafe, optical drivers, midi music, video bios, reviews",pc personal computing,3,1990
1,1,,,1680,english,41,0,future publishing ltd,cs-lib,2,δείγμα,386 power test/databases/exchangeable hard disks,pc plus,0,1990
1,1,,,1681,english,45,0,future publishing ltd,cs-lib,6,δείγμα,power portables/budget word processing/understanding disks/hand-held scanners/specialist accounting,pc plus,0,1990
1,1,,,1682,english,46,0,future publishing ltd,cs-lib,7,δείγμα,"windows 3, flatbed scanners & software, modems, remote control programs",pc plus,0,1990
1,1,,0952-3014,1683,english,2,0,database publications ltd,cs-lib,6,δείγμα,"multiusers solutions, moving up to unix, os/2 and networked systems, voice messaging, norton backup",pc today,4,1990
1,1,,0263-5720,1684,english,133,0,emap business publications,cs-lib,15,δείγμα,windows 3.0/nec and sharp colour portables/communications,pc user,0,1990
1,1,,0263-5720,1685,english,145,0,emap business publications,cs-lib,11,δείγμα,guide to networking and communications,pc user,0,1990
1,1,12,0263-5720,1686,english,146,0,emap business publications,cs-lib,11,δείγμα,ibm's 486 bruisers/dynabook laptop/dot-matrix printers,pc user,0,1990
1,1,,,1687,english,0,0,vnu business,g122,11,δείγμα,"five-tuning improve your windows, future plans for windows",pc windows,0,1992
1,1,,1017-6721,1761,english,2,0,official organ of the royal belgian society of pmr,g122,5,δείγμα,papers: pelvic floor exercise in the treatment of impotence/ reaction time in patients with chronic low-back pain,pmr european journal of physical medicine and rehabilitation,5,1995
1,1,,,1762,english,0,0,,g122,17,δείγμα,,power up software,xiv,
1,1,,,1763,english,0,0,,g122,17,δείγμα,,power up software,xvi,
1,1,,,1850,english,2,0,chilton company,g122,4,δείγμα,technical update: fluid power technology,product design & development europe,2,1994
1,1,,,1851,english,3,0,chilton company,g122,15,cs,cad/cam software report,product design & development europe,2,1994
1,1,,,1852,english,4,0,chilton company,g122,9,cs,"engineer registration program, new product information, marketplace",product design & development europe,2,1994
1,1,,,1853,english,5,0,chilton company,g122,10,cs,"electronica preview, computer simulation software, new product information",product design & development europe,2,1994
1,1,,,1854,english,6,0,chilton company,g122,11,cs,"industrial design, marketplace, new product reviews",product design & development europe,2,1994
1,1,,0748-8017,1855,english,1,0,john wiley & sons,g122,13,δείγμα,this journal devoted to practical engineering problems from the fields of quality and reliability.,quality and reliability engineering international,11,1995
1,1,,,1856,ελληνικό,25,0,computer peripherals international,box_1,4,cs,1. οι σταθμοί εργασίας ibm risc 6000 2. η σειρά '86 της intel 3. εξερευνώντας το dos.,ram,0,1990
1,1,,,1857,ελληνικό,40,0,computer peripherals international,box_1,9,cs,"ελληνικό wordperfect 5.1, windows 3.1, norton desktop.",ram,0,1991
1,1,,,1858,ελληνικό,44,0,computer peripherals international,box_1,1,cs,"hewlett packard deskjet 500c, wordperfect 5.1, compaq deskpro 483s/16m.",ram,0,1992
1,1,,,1859,ελληνικό,55,0,computer peripherals international,box_1,1,cs,"συγκριτικές δοκιμές:25 μητρικές 386-486, 25 κάρτες οθόνης, 15 εκτυπωτές laser, 5 ομότιμα δίκτυα",ram,0,1993
1,1,,,1860,ελληνικό,56,0,computer peripherals international,box_1,2,cs,"συγκριτικές δοκιμές:φορητοί, κάρτες δικτύου, πακέτα λογιστικής, διορθωτές ελληνικών",ram,0,1993
1,1,,,1861,ελληνικό,57,0,computer peripherals international,box_1,3,cs,"συγκριτικές δοκιμές:συστήματα 386sx, σαρωτές, πακέτα φορολογίας, αφιέρωμα εργομάδες",ram,0,1993
1,1,,,1862,ελληνικό,58,0,computer peripherals international,box_1,4,cs,ms-dos 6.0/21 συστήματα 386dx/12 συστήματα 486sx/14 πακέτα λογιστικής/7 σαρωτές xειρός,ram,0,1993
1,1,,,1863,ελληνικό,59,0,computer peripherals international,box_1,5,cs,intel pentium/ms visual c++/autocad 12 for windows/novell netware 4.0,ram,0,1993
1,1,,,1864,ελληνικό,60,0,computer peripherals international,box_1,6,cs,"windows nt/δοκιμές:μητρικές 386-486, κάρτες super vga, φύλλα εργασίας dos, κάρτες ηχου",ram,0,1993
1,1,,,1865,ελληνικό,61,0,computer peripherals international,box_1,16,cs,"οι πρώτοι amd 486dx/40-δοκιμές: φορητοί, οθόνες, κάρτες ήχου, εμπορικά πακέτα",ram,0,1993
1,1,,,1866,ελληνικό,62,0,computer peripherals international,box_1,9,cs,"συγκριτικά:12 συστήματα 386sx, 37 εκτυπωτές γραμμής και 17 εκτυπωτές laser, 8 υπερκάρτες γραφικών",ram,0,1993
1,1,,,1867,ελληνικό,63,0,computer peripherals international,box_1,10,cs,"συγκριτικά:27 συστήματα 386dx/486sx, 22 σκληροί δίσκοι, 6 οδηγοί cd-rom, 5 παραθυρικές c/c++",ram,0,1993
1,1,,,1868,ελληνικό,64,0,computer peripherals international,box_1,11,cs,εξελληνισμένα windows 3.1/new excel 5.0 & word 6.0,ram,0,1993
1,1,,,1869,ελληνικό,65,0,computer peripherals international,box_1,12,cs,"συγκρητικά: 8 εμπορικά πακέτα, 18 οθόνες 14""-15"", 29 κάρτες s-vga, 31 μοντεμ",ram,0,1993
1,1,,,1870,ελληνικό,66,0,computer peripherals international,box_1,1,cs,"συγκρητικά: 5 συστήματα pentium, 19 οθόνες 17-21"", σαρωτές, ιβμ powerpc, impetus alpha",ram,0,1994
1,1,9,0899-6237,1873,english,5,0,allied health care publications,cs-lib,8,cs,rural rehab/assessing athletic head injuries/acl injury rehab,rehab management,6,1993
1,1,11,0899-6237,1874,english,6,0,allied health care publications,cs-lib,10,cs,"rehab international, rehab ergonomics, rehab engineering",rehab management,6,1993
1,1,1,0899-6237,1875,english,1,0,allied health care publications,cs-lib,12,cs,"pediatric rehab engineering, early rehab intervention, ethics and outcomes, rehab economics",rehab management,7,1994
1,1,3,0899-6237,1876,english,2,0,allied health care publications,cs-lib,2,cs,"technology assessment, advanced technology in sports medicine, electrotherapy issues forum",rehab management,7,1994
1,1,,0951-8320,1880,english,1,0,elsevier applied science,g122,1,δείγμα,it is an inter. journal devoted to the development and apllication of methods for the enhancement of the safety and reliability of complex tech. systems.,reliability engineering & system safety,47,1995
1,1,,0167-6393,1881,english,1,0,elsevier science,g122,1,δείγμα,speech communication covers all aspects of speech communication processes between humans as well as between humans and machines.,speech communication,16,1995
1,1,,0167-6393,1882,english,1,0,north-holland publishing company,cs-lib,5,δείγμα,speech communication incorporates all theoretical and experimental aspects of the speech communication processes.,speech communication an interdisciplinary journal,1,1992
1,1,,1053-9239,1895,english,7,0,computer publishing group inc.,cs-lib,7,δείγμα,optical disks/running laps/practical unix security,sun expert,2,1991
1,1,,1053-9239,1896,english,9,0,computer publishing group inc.,cs-lib,9,δείγμα,x-teminals/magnum opus/practical unix security,sun expert,2,1991
1,1,,,1897,english,7,0,reed business publishing,cs-lib,7,cs,"networking special, real time software",systems international,14,1986
1,1,,,1898,english,2,0,reed business publishing,cs-lib,2,cs,"desktop publishing, ibm directions, enhancing unix",systems international,15,1987
1,1,,,1899,english,8,0,reed business publishing,cs-lib,8,cs,"image processing, low cost plotters os-9",systems international,15,1987
1,1,,,1900,english,10,0,reed business publishing,cs-lib,10,cs,"evaluating speech, recognition systems, the myth of graphics standards, page printer survey",systems international,15,1987
