BookID_Books,Title_Books,Theme_Books,Category_Books,Publisher_Books,PublicationYear,ISBN_Books,CoverType,Origin_Books,Shelf_Books,CopiesNo,FotocopiesNo,Includes,Title_norm_Books,BookID_Books1,Author Name,Author Middle,Author Surname,Co-Authors,Title_Books1,Theme_Books1,Type,Category_Books1,Date of publication,Publisher_Books1,ISBN_Books1,Kind,Origin_Books1,Shelf_Books1,State,When_Borrowed,Who_Borrowed,Field18,Title_norm_Books1,similarity_score,Confidence,MatchType
295,Resource Workshop User's Guide,"Resource Workshop features. Creating dialog boxes, menus, accelerators, a string table, icons, cursors, bitmaps, fonts, user-defined resources.",manual,Borland,1991,,paperback,3Π46,GROUP-LIB,1.0,0,,resource workshop user's guide,295,,,Borland,Borland,Resource Workshop User's Guide,"Resource Workshop features. Creating dialog boxes, menus, accelerators, a string table, icons, cursors, bitmaps, fonts, user-defined resources.",manual,Borland C,1991,Borland,,paperback,3Π46,GROUP-LIB,available,,,,resource workshop user's guide,100.0,High (≥ high_confidence),Fuzzy
295,Resource Workshop User's Guide,"Resource Workshop features. Creating dialog boxes, menus, accelerators, a string table, icons, cursors, bitmaps, fonts, user-defined resources.",manual,Borland,1991,,paperback,3Π46,GROUP-LIB,1.0,0,,resource workshop user's guide,296,,,Borland,Borland,Resource Workshop User's Guide,This manual includes chapters describing all the tools available in Resource Workshop and how to use them.,manual,Paradox for Windows,1991,Borland,,paperback,3Π46,G122,available,,,,resource workshop user's guide,100.0,High (≥ high_confidence),Fuzzy
296,Resource Workshop User's Guide,This manual includes chapters describing all the tools available in Resource Workshop and how to use them.,manual,Borland,1991,,paperback,3Π46,G122,1.0,0,,resource workshop user's guide,295,,,Borland,Borland,Resource Workshop User's Guide,"Resource Workshop features. Creating dialog boxes, menus, accelerators, a string table, icons, cursors, bitmaps, fonts, user-defined resources.",manual,Borland C,1991,Borland,,paperback,3Π46,GROUP-LIB,available,,,,resource workshop user's guide,100.0,High (≥ high_confidence),Fuzzy
296,Resource Workshop User's Guide,This manual includes chapters describing all the tools available in Resource Workshop and how to use them.,manual,Borland,1991,,paperback,3Π46,G122,1.0,0,,resource workshop user's guide,296,,,Borland,Borland,Resource Workshop User's Guide,This manual includes chapters describing all the tools available in Resource Workshop and how to use them.,manual,Paradox for Windows,1991,Borland,,paperback,3Π46,G122,available,,,,resource workshop user's guide,100.0,High (≥ high_confidence),Fuzzy
297,The Turbo C Reference Guide,"This manual contains definitions of all the Turbo C library routines, common variables and common defined types, along with example program code (3 Volumes).",manual,Borland,1988,,without cover,GROUP,GROUP-LIB (box),0.0,1,,the turbo c reference guide,297,,,Borland,Borland,The Turbo C Reference Guide,"This manual contains definitions of all the Turbo C library routines, common variables and common defined types, along with example program code (3 Volumes).",manual photocopy,Turbo C,1988,Borland,,without cover,GROUP,GROUP-LIB (box),available,,,,the turbo c reference guide,100.0,High (≥ high_confidence),Fuzzy
298,The Turbo C User's Guide,The User's Guide is designed as a handbook and guide for the beginner and a useful refresher course for the experienced C user.,manual,Borland,1988,,spiral,GROUP,GROUP-LIB (box),0.0,1,,the turbo c user's guide,298,,,Borland,Borland,The Turbo C User's Guide,The User's Guide is designed as a handbook and guide for the beginner and a useful refresher course for the experienced C user.,manual photocopy,Turbo C,1988,Borland,,spiral,GROUP,GROUP-LIB (box),available,,,,the turbo c user's guide,100.0,High (≥ high_confidence),Fuzzy
299,Turbo Assembler 3.0 User's Guide,"I. Using Turbo Assembler (General programming concepts, Creating object-oriented programs, Using expressions and symbol values, Choosing processor directives and symbols, Using program models and segmentation, Defining data types...). II. Appendixes.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo assembler 3.0 user's guide,299,,,Borland,Borland,Turbo Assembler 3.0 User's Guide,"I. Using Turbo Assembler (General programming concepts, Creating object-oriented programs, Using expressions and symbol values, Choosing processor directives and symbols, Using program models and segmentation, Defining data types...). II. Appendixes.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo assembler 3.0 user's guide,100.0,High (≥ high_confidence),Fuzzy
300,Turbo Assembler Version 2.0 Quick Reference Guide,"This Turbo Assembler contains abbreviated discussions of the TASM predefined symbols, operators, and directives.",manual,Borland,1990,,spiral,GROUP,GROUP-LIB (box),1.0,0,,turbo assembler version 2.0 quick reference guide,300,,,Borland,Borland,Turbo Assembler Version 2.0 Quick Reference Guide,"This Turbo Assembler contains abbreviated discussions of the TASM predefined symbols, operators, and directives.",manual,Turbo,1990,Borland,,spiral,GROUP,GROUP-LIB (box),available,,,,turbo assembler version 2.0 quick reference guide,100.0,High (≥ high_confidence),Fuzzy
301,Turbo Assembler Version 2.0 Reference Guide,"Predefined symbols, Operators, Directives, Turbo Assembler syntax summary, Compatibility issues, Turbo Assembler highlights, Utilities, error messages.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB (box),1.0,0,,turbo assembler version 2.0 reference guide,301,,,Borland,Borland,Turbo Assembler Version 2.0 Reference Guide,"Predefined symbols, Operators, Directives, Turbo Assembler syntax summary, Compatibility issues, Turbo Assembler highlights, Utilities, error messages.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB (box),available,,,,turbo assembler version 2.0 reference guide,100.0,High (≥ high_confidence),Fuzzy
302,Turbo Assembler Version 2.0 User's Guide,"Programming in Turbo Assembler, Interfacing Turbo Assembler with Turbo C and Turbo Assembler with Turbo Pascal.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB (box),1.0,0,,turbo assembler version 2.0 user's guide,302,,,Borland,Borland,Turbo Assembler Version 2.0 User's Guide,"Programming in Turbo Assembler, Interfacing Turbo Assembler with Turbo C and Turbo Assembler with Turbo Pascal.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB (box),available,,,,turbo assembler version 2.0 user's guide,100.0,High (≥ high_confidence),Fuzzy
303,Turbo Assembler Version 3.0,Quick Reference Guide,manual,Borland,1991,,spiral,GROUP,GROUP-LIB,1.0,0,,turbo assembler version 3.0,303,,,Borland,Borland,Turbo Assembler Version 3.0,Quick Reference Guide,manual,Turbo,1991,Borland,,spiral,GROUP,GROUP-LIB,available,,,,turbo assembler version 3.0,100.0,High (≥ high_confidence),Fuzzy
304,Turbo C++ Library Reference,I. The run-time library. II. Global variables. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,manual,Borland,1990,,paperback,GROUP,G123,1.0,0,,turbo c++ library reference,304,,,Borland,Borland,Turbo C++ Library Reference,I. The run-time library. II. Global variables,manual,Turbo C,1990,Borland,,paperback,GROUP,G123,available,,,,turbo c++ library reference,100.0,High (≥ high_confidence),Fuzzy
305,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual,Borland,1990,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo c++ programmer's guide,305,,,Borland,Borland,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual,Turbo C,1990,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo c++ programmer's guide,100.0,High (≥ high_confidence),Fuzzy
305,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual,Borland,1990,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo c++ programmer's guide,306,,,Borland,Borland,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual photocopy,Turbo C,1990,Borland,,without cover,GROUP,GROUP-LIB (box),available,,,,turbo c++ programmer's guide,100.0,High (≥ high_confidence),Fuzzy
306,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual,Borland,1990,,without cover,GROUP,GROUP-LIB (box),0.0,1,,turbo c++ programmer's guide,305,,,Borland,Borland,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual,Turbo C,1990,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo c++ programmer's guide,100.0,High (≥ high_confidence),Fuzzy
306,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual,Borland,1990,,without cover,GROUP,GROUP-LIB (box),0.0,1,,turbo c++ programmer's guide,306,,,Borland,Borland,Turbo C++ Programmer's Guide,This manual provides a detailed programmer's reference guide to the Turbo C++ language.,manual photocopy,Turbo C,1990,Borland,,without cover,GROUP,GROUP-LIB (box),available,,,,turbo c++ programmer's guide,100.0,High (≥ high_confidence),Fuzzy
307,Turbo C++ User's Guide,I. The IDE reference II. Managing multi-file projects III. The editor from A to Z IV. The command-line compiler V. Utilities. VI. Customizing Turbo C++.,manual,Borland,1990,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo c++ user's guide,307,,,Borland,Borland,Turbo C++ User's Guide,I. The IDE reference II. Managing multi-file projects III. The editor from A to Z IV. The command-line compiler V. Utilities. VI. Customizing Turbo C++.,manual,Turbo C,1990,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo c++ user's guide,100.0,High (≥ high_confidence),Fuzzy
308,Turbo Debugger Version 2.0 User's Guide,"Debugging and Turbo Debugger, A quick example, Starting Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB (box),1.0,0,,turbo debugger version 2.0 user's guide,308,,,Borland,Borland,Turbo Debugger Version 2.0 User's Guide,"Debugging and Turbo Debugger, A quick example, Starting Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB (box),available,,,,turbo debugger version 2.0 user's guide,100.0,High (≥ high_confidence),Fuzzy
308,Turbo Debugger Version 2.0 User's Guide,"Debugging and Turbo Debugger, A quick example, Starting Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB (box),1.0,0,,turbo debugger version 2.0 user's guide,309,,,Borland,Borland,Turbo Debugger Version 3.0 User's Guide,"Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging...",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo debugger version 3.0 user's guide,97.43589743589745,High (≥ high_confidence),Fuzzy
309,Turbo Debugger Version 3.0 User's Guide,"Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging...",manual,Borland,1988,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo debugger version 3.0 user's guide,308,,,Borland,Borland,Turbo Debugger Version 2.0 User's Guide,"Debugging and Turbo Debugger, A quick example, Starting Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB (box),available,,,,turbo debugger version 2.0 user's guide,97.43589743589745,High (≥ high_confidence),Fuzzy
309,Turbo Debugger Version 3.0 User's Guide,"Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging...",manual,Borland,1988,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo debugger version 3.0 user's guide,309,,,Borland,Borland,Turbo Debugger Version 3.0 User's Guide,"Turbo Debugger, Controlling program execution, Examining and modifying data/files, Breakpoints, Expressions, C++ and object-oriented Pascal debugging...",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo debugger version 3.0 user's guide,100.0,High (≥ high_confidence),Fuzzy
310,Turbo Profiler Version 1.0 User's Guide,"A sample profilling session, Inside the profiler, Profiling strategies, The Turbo Profiler environment.",manual,Borland,1990,,paperback,GROUP,GROUP-LIB (box),1.0,0,,turbo profiler version 1.0 user's guide,310,,,Borland,Borland,Turbo Profiler Version 1.0 User's Guide,"A sample profilling session, Inside the profiler, Profiling strategies, The Turbo Profiler environment.",manual,Turbo,1990,Borland,,paperback,GROUP,GROUP-LIB (box),available,,,,turbo profiler version 1.0 user's guide,100.0,High (≥ high_confidence),Fuzzy
310,Turbo Profiler Version 1.0 User's Guide,"A sample profilling session, Inside the profiler, Profiling strategies, The Turbo Profiler environment.",manual,Borland,1990,,paperback,GROUP,GROUP-LIB (box),1.0,0,,turbo profiler version 1.0 user's guide,311,,,Borland,Borland,Turbo Profiler Version 2.0 User's Guide,"A sample profiling session, The Turbo Profiler environment, Profilling strategies, Inside the profile, Appendixes.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo profiler version 2.0 user's guide,97.43589743589745,High (≥ high_confidence),Fuzzy
311,Turbo Profiler Version 2.0 User's Guide,"A sample profiling session, The Turbo Profiler environment, Profilling strategies, Inside the profile, Appendixes.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo profiler version 2.0 user's guide,310,,,Borland,Borland,Turbo Profiler Version 1.0 User's Guide,"A sample profilling session, Inside the profiler, Profiling strategies, The Turbo Profiler environment.",manual,Turbo,1990,Borland,,paperback,GROUP,GROUP-LIB (box),available,,,,turbo profiler version 1.0 user's guide,97.43589743589745,High (≥ high_confidence),Fuzzy
311,Turbo Profiler Version 2.0 User's Guide,"A sample profiling session, The Turbo Profiler environment, Profilling strategies, Inside the profile, Appendixes.",manual,Borland,1988,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo profiler version 2.0 user's guide,311,,,Borland,Borland,Turbo Profiler Version 2.0 User's Guide,"A sample profiling session, The Turbo Profiler environment, Profilling strategies, Inside the profile, Appendixes.",manual,Turbo,1988,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo profiler version 2.0 user's guide,100.0,High (≥ high_confidence),Fuzzy
312,Turbo Vision For C++ User's Guide,I. Learning Turbo Vision. II. Using Turbo Vision. III. Turbo Vision Reference.,manual,Borland,1991,,paperback,GROUP,GROUP-LIB,1.0,0,,turbo vision for c++ user's guide,312,,,Borland,Borland,Turbo Vision For C++ User's Guide,I. Learning Turbo Vision. II. Using Turbo Vision. III. Turbo Vision Reference.,manual,Turbo C,1991,Borland,,paperback,GROUP,GROUP-LIB,available,,,,turbo vision for c++ user's guide,100.0,High (≥ high_confidence),Fuzzy
313,Windows API Volume I Reference Guide,Part 1 describes the functions that are the core of the Windows application programmer interface (API).,manual,Borland,1991,,paperback,3Π46,G120A,1.0,0,,windows api volume i reference guide,313,,,Borland,Borland,Windows API Volume I Reference Guide,Part 1 describes the functions that are the core of the Windows application programmer interface (API).,manual,MS-Windows,1991,Borland,,paperback,3Π46,G120A,unavailable,1995-05-31 00:00:00.0,Παπαρούλης Γιώργος,,windows api volume i reference guide,100.0,High (≥ high_confidence),Fuzzy
313,Windows API Volume I Reference Guide,Part 1 describes the functions that are the core of the Windows application programmer interface (API).,manual,Borland,1991,,paperback,3Π46,G120A,1.0,0,,windows api volume i reference guide,314,,,Borland,Borland,Windows API Volume II Reference Guide,This manual provides detailed descriptions of each component of the Windows application program interface (API) for readers who already have a basic understanding of Windows programming.,manual,MS-Windows,1991,Borland,,paperback,3Π46,G123,available,,,,windows api volume ii reference guide,98.63013698630137,High (≥ high_confidence),Fuzzy
314,Windows API Volume II Reference Guide,This manual provides detailed descriptions of each component of the Windows application program interface (API) for readers who already have a basic understanding of Windows programming. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,manual,Borland,1991,,paperback,3Π46,G123,1.0,0,,windows api volume ii reference guide,313,,,Borland,Borland,Windows API Volume I Reference Guide,Part 1 describes the functions that are the core of the Windows application programmer interface (API).,manual,MS-Windows,1991,Borland,,paperback,3Π46,G120A,unavailable,1995-05-31 00:00:00.0,Παπαρούλης Γιώργος,,windows api volume i reference guide,98.63013698630137,High (≥ high_confidence),Fuzzy
314,Windows API Volume II Reference Guide,This manual provides detailed descriptions of each component of the Windows application program interface (API) for readers who already have a basic understanding of Windows programming. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,manual,Borland,1991,,paperback,3Π46,G123,1.0,0,,windows api volume ii reference guide,314,,,Borland,Borland,Windows API Volume II Reference Guide,This manual provides detailed descriptions of each component of the Windows application program interface (API) for readers who already have a basic understanding of Windows programming.,manual,MS-Windows,1991,Borland,,paperback,3Π46,G123,available,,,,windows api volume ii reference guide,100.0,High (≥ high_confidence),Fuzzy
315,Windows API Volume III Windows 3.1 Reference Guide,This chapter describes the various common dialog boxes and includes sample code to help you use common dialog boxes in your Windows applications. ΔΩΡΕΑ ΣΤΗ  ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.,manual,Borland,1992,,paperback,3Π46,G123,1.0,0,,windows api volume iii windows 3.1 reference guide,315,,,Borland,Borland,Windows API Volume III Windows 3.1 Reference Guide,This chapter describes the various common dialog boxes and includes sample code to help you use common dialog boxes in your Windows applications.,manual,MS-Windows,1992,Borland,,paperback,3Π46,G123,available,,,,windows api volume iii windows 3.1 reference guide,100.0,High (≥ high_confidence),Fuzzy
329,Telephones for All Nordic Design Guidelines,"This report aims to provide information on the special requirements of older and disabled people, as regards conventional telephones.",report,The Nordic Committee on Disability,1995,,paperback,CS,G123,1.0,0,,telephones for all nordic design guidelines,329,Ase,,Brandt,Ase Brandt,Telephones for All Nordic Design Guidelines,"This report aims to provide information on the special requirements of older and disabled people, as regards conventional telephones.",report,Disability,1995,The Nordic Committee on Disability,,paperback,CS,G123,available,,,,telephones for all nordic design guidelines,100.0,High (≥ high_confidence),Fuzzy
334,Visually Handicapped and the Use of Modern Telecommunications and Telebanking Systems,Presentation from Conference on the Smart House System at Maastricht 11-13 December 1989.,presentation,,,,without cover,CS,GUIB-LIB (G2),1.0,0,,visually handicapped and the use of modern telecommunications and telebanking systems,334,Gerrit,,Breede,Gerrit Van den Breede,Visually Handicapped and the Use of Modern Telecommunications and Telebanking Systems,Presentation from Conference on the Smart House System at Maastricht 11-13 December 1989.,presentation,Technology & Disability,,,,without cover,CS,GUIB-LIB (G2),available,,,,visually handicapped and the use of modern telecommunications and telebanking systems,100.0,High (≥ high_confidence),Fuzzy
336,"The Assessment, Disability & Technology Handbook",This handbook provides a step by step guide to encourage colleges and other institutions to take on learners with disabilities.,book,Oldham Educational Department,,,spiral,CS,G121,0.0,1,,"the assessment, disability & technology handbook",336,Steven,,Broadbent,"Steven Broadbent, Sandra Curran","The Assessment, Disability & Technology Handbook",This handbook provides a step by step guide to encourage colleges and other institutions to take on learners with disabilities.,book photocopy,Technology Assessment,,Oldham Educational Department,,spiral,CS,G121,available,,,,"the assessment, disability & technology handbook",100.0,High (≥ high_confidence),Fuzzy
338,Evaluation of Still Picture Telephone for Mentally Retarded Persons,This report shows that moderately mentally retarded persons may benefit from using a visual telecommunication system.,report,Swedish Telecom/Televerket,1993,,paperback,CS,G123,1.0,0,,evaluation of still picture telephone for mentally retarded persons,338,Jane,,Brodin,"Jane Brodin, Eva Bjorck-Akesson",Evaluation of Still Picture Telephone for Mentally Retarded Persons,This report shows that moderately mentally retarded persons may benefit from using a visual telecommunication system.,report,Technology & Disability,1993,Swedish Telecom/Televerket,,paperback,CS,G123,available,,,,evaluation of still picture telephone for mentally retarded persons,100.0,High (≥ high_confidence),Fuzzy
339,MINITRIAL. A Limited Study of the Use of Videotelephony for People with Moderate Retardation,This report gives some ideas and experiences of the use of videotelephony for people with moderate mental retardation.,report,Stockholm University,1992,,paperback,CS,G122(box VR&PSN),1.0,0,,minitrial. a limited study of the use of videotelephony for people with moderate retardation,339,Jane,,Brodin,"Jane Brodin, Maria Fahlen, Sven-Hakan Nilsson",MINITRIAL. A Limited Study of the Use of Videotelephony for People with Moderate Retardation,This report gives some ideas and experiences of the use of videotelephony for people with moderate mental retardation.,report,Telecommunications & Disability,1992,Stockholm University,,paperback,CS,G122(box VR&PSN),available,,,,minitrial. a limited study of the use of videotelephony for people with moderate retardation,100.0,High (≥ high_confidence),Fuzzy
340,Still Picture Telephones for Persons with Profound Mental Retardation,In this report the importance of the opinions and attitudes to the use of still picture telephones for people with mental retardation is stressed.,report,Swedish Telecom/Televerket,1993,,paperback,CS,GR84.A.2,1.0,0,,still picture telephones for persons with profound mental retardation,340,Jane,,Brodin,"Jane Brodin, Eva Bjorck-Akesson",Still Picture Telephones for Persons with Profound Mental Retardation,In this report the importance of the opinions and attitudes to the use of still picture telephones for people with mental retardation is stressed.,report,Telecommunications & Disability,1993,Swedish Telecom/Televerket,,paperback,CS,GR84.A.2,available,,,,still picture telephones for persons with profound mental retardation,100.0,High (≥ high_confidence),Fuzzy
341,Videotelephones and Mental Retardation,This report presents the results of a survey of results and insights obtained and of research in progress on the use of videotelephone technology by people with mental retardation.,report,Televerket/Infologics,1992,,paperback,CS,G121,1.0,0,,videotelephones and mental retardation,341,Jane,,Brodin,Jane Brodin and Magnus Magnusson,Videotelephones and Mental Retardation,This report presents the results of a survey of results and insights obtained and of research in progress on the use of videotelephone technology by people with mental retardation.,report,Telecommunications & Disability,1992,Televerket/Infologics,,paperback,CS,G121,available,,,,videotelephones and mental retardation,100.0,High (≥ high_confidence),Fuzzy
342,Virtual Reality and Disability,"Proceedings from The First Nordic Conference on Virtual Reality and Disability, Stockholm, 1993.",proceedings,Stockholm University,1993,,paperback,CS,G122 (box VR/PSN),1.0,0,,virtual reality and disability,342,Jane,,Brodin,Jane Brodin and Magnus Magnusson,Virtual Reality and Disability,"Proceedings from The First Nordic Conference on Virtual Reality and Disability, Stockholm, 1993.",proceedings,Technology & Disability,1993,Stockholm University,,paperback,CS,G122 (box VR/PSN),unavailable,1995-04-17 00:00:00.0,Παραμύθης Αλέξης,,virtual reality and disability,100.0,High (≥ high_confidence),Fuzzy
350,"Case Studies, Usability Now!","This collection of Case Studies, drawn from a number of leading UK enterprises, explains how businesses can benefit from usable IT systems.",directory,DTI (Department of Trade and Industry),1992,,paperback,CS,G122,1.0,0,,"case studies, usability now!",350,Ray,,Browne,Ray Browne,"Case Studies, Usability Now!","This collection of Case Studies, drawn from a number of leading UK enterprises, explains how businesses can benefit from usable IT systems.",catalogue,Usability,1992,DTI (Department of Trade and Industry),,paperback,CS,G122,unavailable,1996-10-04 00:00:00.0,CS,,"case studies, usability now!",100.0,High (≥ high_confidence),Fuzzy
351,Wheelchair Mobility,"This report includes research and development, dissemination and training activities of the University of Virginia Rehabilitation Engineering Centre.",report,Rehabilitation Engineering Centre,1991,,paperback,CS,G123,1.0,0,,wheelchair mobility,351,Clifford,E.,Brubaker,Clifford E. Brubaker,Wheelchair Mobility,"This report includes research and development, dissemination and training activities of the University of Virginia Rehabilitation Engineering Centre.",report,Rehabilitation Technology,1991,Rehabilitation Engineering Centre,,paperback,CS,G123,available,,,,wheelchair mobility,100.0,High (≥ high_confidence),Fuzzy
359,HCI International '93 Tutorial 6: User Interface Management Systems,"Tutorial from HCI International'93 (5th Int. Conference on Human-Computer Interaction jointly with 9th Symposium on Human Interface (Japan), August 1993, Orlando, Florida, USA",tutorial,HCI International '93,1993,,spiral,CS,CS-LIB(HCI '93),1.0,0,,hci international '93 tutorial 6: user interface management systems,359,Hans,Jorg,Bullinger,"Hans-Jorg Bullinger, Klaus-Peter Faehnrich",HCI International '93 Tutorial 6: User Interface Management Systems,"Tutorial from HCI International'93 (5th Int. Conference on Human-Computer Interaction jointly with 9th Symposium on Human Interface (Japan), August 1993, Orlando, Florida, USA",tutorial,User Interfaces,1993,HCI International '93,,spiral,CS,CS-LIB(HCI '93),unavailable,1995-08-23 00:00:00.0,Ακουμιανάκης Δήμος,,hci international '93 tutorial 6: user interface management systems,100.0,High (≥ high_confidence),Fuzzy
362,DESQview/X Quarterdeck Network Manager (DESQview/X to DESQview/X),This manual enables DESQview/X users on a DESQview/X-supported Novell Netware IPX/SPX or NetBIOS networks to use programs located on other systems.,manual,Quarterdeck Office Systems,1985-1992,,paperback,RACE,RACE-LIB,1.0,0,,desqview/x quarterdeck network manager (desqview/x to desqview/x),362,Jonathan,,Burchell,Jonathan Burchell,DESQview/X Quarterdeck Network Manager (DESQview/X to DESQview/X),This manual enables DESQview/X users on a DESQview/X-supported Novell Netware IPX/SPX or NetBIOS networks to use programs located on other systems.,manual,DESQview/X,1985-1992,Quarterdeck Office Systems,,paperback,RACE,RACE-LIB,available,,,,desqview/x quarterdeck network manager (desqview/x to desqview/x),100.0,High (≥ high_confidence),Fuzzy
363,DESQview/X Quarterdeck Network Manager (DESQview/X to Other X Systems),This manual enables DESQview/X users on DESQview/X-supported TCP/IP networks to use programs located on other DESQview/X or X Window System workstations.,manual,Quarterdeck Office Systems,1985-1992,,paperback,RACE,RACE-LIB,1.0,0,,desqview/x quarterdeck network manager (desqview/x to other x systems),363,Jonathan,,Burchell,Jonathan Burchell,DESQview/X Quarterdeck Network Manager (DESQview/X to Other X Systems),This manual enables DESQview/X users on DESQview/X-supported TCP/IP networks to use programs located on other DESQview/X or X Window System workstations.,manual,DESQview/X,1985-1992,Quarterdeck Office Systems,,paperback,RACE,RACE-LIB,available,,,,desqview/x quarterdeck network manager (desqview/x to other x systems),100.0,High (≥ high_confidence),Fuzzy
369,"Visits to Research Establishments and Organisations Concerned with Blindness in California, USA (May","This report details the organisations visited, the work being done, and/or current products that are being made.",report,RNIB Technical R&D Department,1989,,spiral,GUIB,GUIB-LIB,1.0,0,,"visits to research establishments and organisations concerned with blindness in california, usa (may",369,David,,Bush,David Bush,"Visits to Research Establishments and Organisations Concerned with Blindness in California, USA (May 1989)","This report details the organisations visited, the work being done, and/or current products that are being made.",report,Disability,1989,RNIB Technical R&D Department,,spiral,GUIB,GUIB-LIB,available,,,,"visits to research establishments and organisations concerned with blindness in california, usa (may 1989)",97.0873786407767,High (≥ high_confidence),Fuzzy
373,"INTERCHI '93 Bridges Between Worlds, Introduction and Overview of Human-Computer Interaction",This tutorial will provide a high-level introduction and overview of Human-Computer Interaction (HCI) for newcomers to the field.,tutorial,ACM Press,1993,,spiral,CS,G121,1.0,0,,"interchi '93 bridges between worlds, introduction and overview of human-computer interaction",373,Keith,,Butler,"Keith Butler, Robert J.K. Jacob, Bonnie E. John","INTERCHI '93 Bridges Between Worlds, Introduction and Overview of Human-Computer Interaction",This tutorial will provide a high-level introduction and overview of Human-Computer Interaction (HCI) for newcomers to the field.,proceedings,Human Factors,1993,ACM Press,,spiral,CS,G121,unavailable,1995-08-23 00:00:00.0,Ακουμιανάκης Δήμος,,"interchi '93 bridges between worlds, introduction and overview of human-computer interaction",100.0,High (≥ high_confidence),Fuzzy
375,LAUSD/UCLA Microcomputer Project Resource Guide for use with Young Children with Disabilities,"This Resource Guide has been developed to provide, in a compact format, comprehensive information about materials needed for computer use with young children",guide,UCLA,,,spiral,CS,GR82.A.1,1.0,0,,lausd/ucla microcomputer project resource guide for use with young children with disabilities,375,Phillip,T.,Callison,"Philip T. Callison, Judy Howard",LAUSD/UCLA Microcomputer Project Resource Guide for use with Young Children with Disabilities,"This Resource Guide has been developed to provide, in a compact format, comprehensive information about materials needed for computer use with young children",guide,Electronic Devices,,UCLA,,spiral,CS,GR82.A.1,available,,,,lausd/ucla microcomputer project resource guide for use with young children with disabilities,100.0,High (≥ high_confidence),Fuzzy
