BookID_Books,Title_Books,Theme_Books,Category_Books,Publisher_Books,PublicationYear,ISBN_Books,CoverType,Origin_Books,Shelf_Books,CopiesNo,FotocopiesNo,Includes,ISBN_norm,BookID_Books1,Author Name,Author Middle,Author Surname,Co-Authors,Title_Books1,Theme_Books1,Type,Category_Books1,Date of publication,Publisher_Books1,ISBN_Books1,Kind,Origin_Books1,Shelf_Books1,State,When_Borrowed,Who_Borrowed,Field18,Confidence,MatchType
1939,SunView User's Guide,This manual helps you get started using SunView windows whether you're a brand-new user or an expert.,manual,Sun Microsystems,1990,800383110,spiral,GUIB,RTI-LIB(box_A),1,0,,800383110,1939,,,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",SunView User's Guide,This manual helps you get started using SunView windows whether you're a brand-new user or an expert.,manual,Sun Systems,1990,Sun Microsystems,800383110,spiral,GUIB,RTI-LIB(box_A),available,,,,Exact ISBN,Exact
1940,System & Network Administration,"This is a manual for managing Sun computers running the SunOS Operating System, Release 4.1.",manual,Sun Microsystems,1990,800380510,ντοσιέ,RACE,RACE-LIB,1,0,,800380510,1940,,,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",System & Network Administration,"This is a manual for managing Sun computers running the SunOS Operating System, Release 4.1.",manual,Sun Systems,1990,Sun Microsystems,800380510,ντοσιέ,RACE,RACE-LIB,available,,,,Exact ISBN,Exact
1941,Writing Device Drivers STREAMS Programming,This manual is a guide to adding drivers for new devices to the SunOS kernel.,manual,Sun Microsystems,1990,800385110,ντοσιέ,GUIB,GUIB-LIB,1,0,,800385110,1941,,,"Sun Microsystems, Inc.","Sun Microsystems, Inc.",Writing Device Drivers STREAMS Programming,This manual is a guide to adding drivers for new devices to the SunOS kernel.,manual,Sun Systems,1990,Sun Microsystems,800385110,ντοσιέ,GUIB,GUIB-LIB,available,,,,Exact ISBN,Exact
1942,SPARCworks Tutorial,,manual,Sun Microsystems,1993,801550010,paperback,,G120A,1,0,,801550010,1942,,,SunPro,SunPro,SPARCworks Tutorial,,manual,Sun Systems,1993,Sun Microsystems,801550010,paperback,,G120A,unavailable,1994-12-21 00:00:00.0,Γαλάτης Παναγιώτης,,Exact ISBN,Exact
1943,Assembly Language Reference Manual for SPARC,,manual,Sun Microsystems,1993,801531110,paperback,,G120,1,0,,801531110,1943,,,SunSoft,SunSoft,Assembly Language Reference Manual for SPARC,,manual,Sun Systems,1993,Sun Microsystems,801531110,paperback,,G120,available,,,,Exact ISBN,Exact
1944,Introduction to Solaris 2.3 for Software Developers,,manual,Sun Microsystems,1993,801538310,paperback,,G120A,1,0,,801538310,1944,,,SunSoft,SunSoft,Introduction to Solaris 2.3 for Software Developers,,manual,Sun Systems,1993,Sun Microsystems,801538310,paperback,,G120A,available,,,,Exact ISBN,Exact
1945,Introduction to Solaris 2.3 for Users,,manual,Sun Microsystems,1993,801538210,paperback,,G120A,1,0,,801538210,1945,,,SunSoft,SunSoft,Introduction to Solaris 2.3 for Users,,manual,Sun Systems,1993,Sun Microsystems,801538210,paperback,,G120A,available,,,,Exact ISBN,Exact
1946,Maintenance Supplement 1 for Solaris 2.3,,manual,Sun Microsystems,1994,801732210,paperback,,G120A,1,0,,801732210,1946,,,SunSoft,SunSoft,Maintenance Supplement 1 for Solaris 2.3,,manual,Sun Systems,1994,Sun Microsystems,801732210,paperback,,G120A,available,,,,Exact ISBN,Exact
1947,Master Developer Series A Guide to Solaris Development Tools,,manual,Sun Microsystems,1993,801597910,paperback,,G120A,1,0,,801597910,1947,,,SunSoft,SunSoft,Master Developer Series A Guide to Solaris Development Tools,,manual,Sun Systems,1993,Sun Microsystems,801597910,paperback,,G120A,available,,,,Exact ISBN,Exact
1948,Motif 1.2 Programmer's Reference Manual,,manual,Sun Microsystems,1993,801536410,paperback,,G120A,1,0,,801536410,1948,,,SunSoft,SunSoft,Motif 1.2 Programmer's Reference Manual,,manual,Sun Systems,1993,Sun Microsystems,801536410,paperback,,G120A,available,,,,Exact ISBN,Exact
1949,Motif 1.2 Style Guide,,manual,Sun Microsystems,1993,801536610,paperback,,G120,1,0,,801536610,1949,,,SunSoft,SunSoft,Motif 1.2 Style Guide,,manual,Sun Systems,1993,Sun Microsystems,801536610,paperback,,G120,available,,,,Exact ISBN,Exact
1950,NIS+ Quick Start,,manual,Sun Microsystems,1993,801520010,paperback,,GR82,1,0,,801520010,1950,,,SunSoft,SunSoft,NIS+ Quick Start,,manual,Sun Systems,1993,Sun Microsystems,801520010,paperback,,GR82,available,,,,Exact ISBN,Exact
1951,OLIT 3.3 Reference Manual,,manual,Sun Microsystems,1993,801531610,paperback,,G120,1,0,,801531610,1951,,,SunSoft,SunSoft,OLIT 3.3 Reference Manual,,manual,Sun Systems,1993,Sun Microsystems,801531610,paperback,,G120,available,,,,Exact ISBN,Exact
1952,OLIT Quick-Start Programming Guide,,manual,Sun Microsystems,1993,801531710,paperback,,G120,1,0,,801531710,1952,,,SunSoft,SunSoft,OLIT Quick-Start Programming Guide,,manual,Sun Systems,1993,Sun Microsystems,801531710,paperback,,G120,available,,,,Exact ISBN,Exact
1953,OpenBoot Command Reference Solaris 2.3,,manual,Sun Microsystems,1993,800607611,paperback,,G120A,1,0,,800607611,1953,,,SunSoft,SunSoft,OpenBoot Command Reference Solaris 2.3,,manual,Sun Systems,1993,Sun Microsystems,800607611,paperback,,G120A,available,,,,Exact ISBN,Exact
1954,OpenWindows 3.3 Reference Manual,,manual,Sun Microsystems,1993,801531410,paperback,,G120A,1,0,,801531410,1954,,,SunSoft,SunSoft,OpenWindows 3.3 Reference Manual,,manual,Sun Systems,1993,Sun Microsystems,801531410,paperback,,G120A,available,,,,Exact ISBN,Exact
1955,OpenWindows 3.3 Server Programmer's Guide,,manual,Sun Microsystems,1993,801531310,paperback,,G120,1,0,,801531310,1955,,,SunSoft,SunSoft,OpenWindows 3.3 Server Programmer's Guide,,manual,Sun Systems,1993,Sun Microsystems,801531310,paperback,,G120,available,,,,Exact ISBN,Exact
1956,OpenWindows Developer's Guide 3.0.1 User's Guide,,manual,Sun Microsystems,1993,800761111,paperback,,G120,1,0,,800761111,1956,,,SunSoft,SunSoft,OpenWindows Developer's Guide 3.0.1 User's Guide,,manual,Sun Systems,1993,Sun Microsystems,800761111,paperback,,G120,available,,,,Exact ISBN,Exact
1957,OpenWindows Developer's Guide 3.0.1: Programmer's Guide to the OLIT Code Generator Solaris 2.3,,manual,Sun Microsystems,1993,800761411,paperback,,G120A,1,0,,800761411,1957,,,SunSoft,SunSoft,OpenWindows Developer's Guide 3.0.1: Programmer's Guide to the OLIT Code Generator Solaris 2.3,,manual,Sun Systems,1993,Sun Microsystems,800761411,paperback,,G120A,available,,,,Exact ISBN,Exact
1958,OpenWindows Developer's Guide 3.0.1: Programmer's Guide to the XView ToolKit Code Generator Solaris ,,manual,Sun Microsystems,1993,800761211,paperback,,G120A,1,0,,800761211,1958,,,SunSoft,SunSoft,OpenWindows Developer's Guide 3.0.1: Programmer's Guide to the XView ToolKit Code Generator Solaris 2.3,,manual,Sun Systems,1993,Sun Microsystems,800761211,paperback,,G120A,available,,,,Exact ISBN,Exact
1959,OpenWindows Developer's Guide Motif Conversion Utilities Manual,,manual,Sun Microsystems,1993,801610710,paperback,,G120A,1,0,,801610710,1959,,,SunSoft,SunSoft,OpenWindows Developer's Guide Motif Conversion Utilities Manual,,manual,Sun Systems,1993,Sun Microsystems,801610710,paperback,,G120A,available,,,,Exact ISBN,Exact
1960,Platform Notes SPARCstation 10SX System Configuration Guide,,manual,Sun Microsystems,1993,801549810,paperback,,G120A,1,0,,801549810,1960,,,SunSoft,SunSoft,Platform Notes SPARCstation 10SX System Configuration Guide,,manual,Sun Systems,1993,Sun Microsystems,801549810,paperback,,G120A,available,,,,Exact ISBN,Exact
1961,SMCC NFS Server Performance and Tuning Guide,,manual,Sun Microsystems,1993,801538810,paperback,,G120A,1,0,,801538810,1961,,,SunSoft,SunSoft,SMCC NFS Server Performance and Tuning Guide,,manual,Sun Systems,1993,Sun Microsystems,801538810,paperback,,G120A,available,,,,Exact ISBN,Exact
1962,Solaris 2.3 Adding and Maintaining Peripherals,,manual,Sun Microsystems,1993,801528910,paperback,,G120,1,0,,801528910,1962,,,SunSoft,SunSoft,Solaris 2.3 Adding and Maintaining Peripherals,,manual,Sun Systems,1993,Sun Microsystems,801528910,paperback,,G120,available,,,,Exact ISBN,Exact
1963,Solaris 2.3 Administering File Systems,,manual,Sun Microsystems,1993,801529010,paperback,,G120A,1,0,,801529010,1963,,,SunSoft,SunSoft,Solaris 2.3 Administering File Systems,,manual,Sun Systems,1993,Sun Microsystems,801529010,paperback,,G120A,available,,,,Exact ISBN,Exact
1964,"Solaris 2.3 Administering Security, Performance, and Accounting",,manual,Sun Microsystems,1993,801528210,paperback,,G120A,1,0,,801528210,1964,,,SunSoft,SunSoft,"Solaris 2.3 Administering Security, Performance, and Accounting",,manual,Sun Systems,1993,Sun Microsystems,801528210,paperback,,G120A,available,,,,Exact ISBN,Exact
1965,Solaris 2.3 Advanced User's Guide,,manual,Sun Microsystems,1993,801527110,paperback,,G120,1,0,,801527110,1965,,,SunSoft,SunSoft,Solaris 2.3 Advanced User's Guide,,manual,Sun Systems,1993,Sun Microsystems,801527110,paperback,,G120,available,,,,Exact ISBN,Exact
1966,Solaris 2.3 Basic Installation Guide,,manual,Sun Microsystems,1993,801527810,paperback,,G120,1,0,,801527810,1966,,,SunSoft,SunSoft,Solaris 2.3 Basic Installation Guide,,manual,Sun Systems,1993,Sun Microsystems,801527810,paperback,,G120,available,,,,Exact ISBN,Exact
1967,Solaris 2.3 Binary Compatibility Manual,,manual,Sun Microsystems,1993,801530210,paperback,,G120,1,0,,801530210,1967,,,SunSoft,SunSoft,Solaris 2.3 Binary Compatibility Manual,,manual,Sun Systems,1993,Sun Microsystems,801530210,paperback,,G120,available,,,,Exact ISBN,Exact
1968,Solaris 2.3 Desktop Integration Guide,,manual,Sun Microsystems,1993,801528710,paperback,,G120,1,0,,801528710,1968,,,SunSoft,SunSoft,Solaris 2.3 Desktop Integration Guide,,manual,Sun Systems,1993,Sun Microsystems,801528710,paperback,,G120,available,,,,Exact ISBN,Exact
1969,Solaris 2.3 Developer's Guide to Application Packaging,,manual,Sun Microsystems,1993,801528010,paperback,,G120,1,0,,801528010,1969,,,SunSoft,SunSoft,Solaris 2.3 Developer's Guide to Application Packaging,,manual,Sun Systems,1993,Sun Microsystems,801528010,paperback,,G120,available,,,,Exact ISBN,Exact
1970,Solaris 2.3 Developer's Guide to Internationalization,,manual,Sun Microsystems,1993,801529810,paperback,,G120,1,0,,801529810,1970,,,SunSoft,SunSoft,Solaris 2.3 Developer's Guide to Internationalization,,manual,Sun Systems,1993,Sun Microsystems,801529810,paperback,,G120,available,,,,Exact ISBN,Exact
1971,Solaris 2.3 Quick Start Guide,,manual,Sun Microsystems,1993,801527010,spiral,,G120A,1,0,,801527010,1971,,,SunSoft,SunSoft,Solaris 2.3 Quick Start Guide,,manual,Sun Systems,1993,Sun Microsystems,801527010,spiral,,G120A,available,,,,Exact ISBN,Exact
1972,Solaris 2.3 Roadmap to Documentation,User/System Administrator/Developer,manual,Sun Microsystems,1993,801526910,paperback,,G120A,1,0,,801526910,1972,,,SunSoft,SunSoft,Solaris 2.3 Roadmap to Documentation,User/System Administrator/Developer,manual,Sun Systems,1993,Sun Microsystems,801526910,paperback,,G120A,available,,,,Exact ISBN,Exact
1973,"Solaris 2.3 Setting Up Accounts, Printers, and Mail",,manual,Sun Microsystems,1993,801528110,paperback,,G120,1,0,,801528110,1973,,,SunSoft,SunSoft,"Solaris 2.3 Setting Up Accounts, Printers, and Mail",,manual,Sun Systems,1993,Sun Microsystems,801528110,paperback,,G120,available,,,,Exact ISBN,Exact
1974,Solaris 2.3 Software Manager Administrator's Guide,,manual,Sun Microsystems,1993,801527910,paperback,,G120,1,0,,801527910,1974,,,SunSoft,SunSoft,Solaris 2.3 Software Manager Administrator's Guide,,manual,Sun Systems,1993,Sun Microsystems,801527910,paperback,,G120,available,,,,Exact ISBN,Exact
1975,Solaris 2.3 Source Compatibility Manual,,manual,Sun Microsystems,1993,801530110,paperback,,G120,1,0,,801530110,1975,,,SunSoft,SunSoft,Solaris 2.3 Source Compatibility Manual,,manual,Sun Systems,1993,Sun Microsystems,801530110,paperback,,G120,available,,,,Exact ISBN,Exact
1976,Solaris 2.3 Standards Conformance Guide,,manual,Sun Microsystems,1993,801526310,paperback,,G120A,1,0,,801526310,1976,,,SunSoft,SunSoft,Solaris 2.3 Standards Conformance Guide,,manual,Sun Systems,1993,Sun Microsystems,801526310,paperback,,G120A,available,,,,Exact ISBN,Exact
1977,Solaris 2.3 Transition Guide,,manual,Sun Microsystems,1993,801538610,paperback,,G120A,1,0,,801538610,1977,,,SunSoft,SunSoft,Solaris 2.3 Transition Guide,,manual,Sun Systems,1993,Sun Microsystems,801538610,paperback,,G120A,available,,,,Exact ISBN,Exact
1978,Solaris 2.3 User's Guide,,manual,Sun Microsystems,1993,801527210,paperback,,GR82,1,0,,801527210,1978,,,SunSoft,SunSoft,Solaris 2.3 User's Guide,,manual,Sun Systems,1993,Sun Microsystems,801527210,paperback,,GR82,available,,,,Exact ISBN,Exact
1979,Solaris 2.3 User's Guide to System Administration,,manual,Sun Microsystems,1993,801528610,paperback,,G120A,1,0,,801528610,1979,,,SunSoft,SunSoft,Solaris 2.3 User's Guide to System Administration,,manual,Sun Systems,1993,Sun Microsystems,801528610,paperback,,G120A,available,,,,Exact ISBN,Exact
1979,Solaris 2.3 User's Guide to System Administration,,manual,Sun Microsystems,1993,801528610,paperback,,G120A,1,0,,801528610,2008,,,SunSoft,SunSoft,SunOS 5.3 User's Guide to System Administration,,manual,Sun Systems,1993,Sun Microsystems,801528610,paperback,,G120,available,,,,Exact ISBN,Exact
1980,Solaris 2.x Handbook for SMCC Peripherals,,manual,Sun Microsystems,1993,801548810,paperback,,G120A,1,0,,801548810,1980,,,SunSoft,SunSoft,Solaris 2.x Handbook for SMCC Peripherals,,manual,Sun Systems,1993,Sun Microsystems,801548810,paperback,,G120A,available,,,,Exact ISBN,Exact
1981,Solaris Direct Xlib 3.0 User's Guide,,manual,Sun Microsystems,1993,801538710,paperback,,G120A,1,0,,801538710,1981,,,SunSoft,SunSoft,Solaris Direct Xlib 3.0 User's Guide,,manual,Sun Systems,1993,Sun Microsystems,801538710,paperback,,G120A,available,,,,Exact ISBN,Exact
1982,Solaris SHIELD Basic Security Module,,manual,Sun Microsystems,1993,801528510,paperback,,G120A,1,0,,801528510,1982,,,SunSoft,SunSoft,Solaris SHIELD Basic Security Module,,manual,Sun Systems,1993,Sun Microsystems,801528510,paperback,,G120A,available,,,,Exact ISBN,Exact
1983,Solaris XGL 3.0.2 Programmer's Guide,,manual,Sun Microsystems,1993,261171210,paperback,,G120A,1,0,,261171210,1983,,,SunSoft,SunSoft,Solaris XGL 3.0.2 Programmer's Guide,,manual,Sun Systems,1993,Sun Microsystems,261171210,paperback,,G120A,available,,,,Exact ISBN,Exact
1984,Solaris XGL 3.0.2 Reference Manual,,manual,Sun Microsystems,1993,801550310,paperback,,G120A,1,0,,801550310,1984,,,SunSoft,SunSoft,Solaris XGL 3.0.2 Reference Manual,,manual,Sun Systems,1993,Sun Microsystems,801550310,paperback,,G120A,available,,,,Exact ISBN,Exact
1985,Solaris XIL 1.1 Imaging Library Programmer's Guide,,manual,Sun Microsystems,1993,801511910,paperback,,G120A,1,0,,801511910,1985,,,SunSoft,SunSoft,Solaris XIL 1.1 Imaging Library Programmer's Guide,,manual,Sun Systems,1993,Sun Microsystems,801511910,paperback,,G120A,available,,,,Exact ISBN,Exact
1987,SunDiag 4.3 User's Guide,,manual,Sun Microsystems,1993,801531910,paperback,,G120A,1,0,,801531910,1987,,,SunSoft,SunSoft,SunDiag 4.3 User's Guide,,manual,Sun Systems,1993,Sun Microsystems,801531910,paperback,,G120A,available,,,,Exact ISBN,Exact
1988,SunDiag 4.3 User's Guide-Addendum for SMCC Hardware,,manual,Sun Microsystems,1993,801549710,paperback,,G120A,1,0,,801549710,1988,,,SunSoft,SunSoft,SunDiag 4.3 User's Guide-Addendum for SMCC Hardware,,manual,Sun Systems,1993,Sun Microsystems,801549710,paperback,,G120A,available,,,,Exact ISBN,Exact
1989,SunOS 5.3 Administering NFS,,manual,Sun Microsystems,1993,801529310,paperback,,G120A,1,0,,801529310,1989,,,SunSoft,SunSoft,SunOS 5.3 Administering NFS,,manual,Sun Systems,1993,Sun Microsystems,801529310,paperback,,G120A,available,,,,Exact ISBN,Exact
1990,SunOS 5.3 Administering NIS+ and DNS,,manual,Sun Microsystems,1993,801529210,paperback,,G120A,1,0,,801529210,1990,,,SunSoft,SunSoft,SunOS 5.3 Administering NIS+ and DNS,,manual,Sun Systems,1993,Sun Microsystems,801529210,paperback,,G120A,available,,,,Exact ISBN,Exact
1991,SunOS 5.3 Administering TCP/IP and PPP,,manual,Sun Microsystems,1993,801529610,paperback,,G120A,1,0,,801529610,1991,,,SunSoft,SunSoft,SunOS 5.3 Administering TCP/IP and PPP,,manual,Sun Systems,1993,Sun Microsystems,801529610,paperback,,G120A,available,,,,Exact ISBN,Exact
1992,SunOS 5.3 Guide to Multithread Programming,,manual,Sun Microsystems,1993,801529410,paperback,,G120,1,0,,801529410,1992,,,SunSoft,SunSoft,SunOS 5.3 Guide to Multithread Programming,,manual,Sun Systems,1993,Sun Microsystems,801529410,paperback,,G120,available,,,,Exact ISBN,Exact
1993,SunOS 5.3 Linker and Libraries Manual,,manual,Sun Microsystems,1993,801530010,paperback,,G120,1,0,,801530010,1993,,,SunSoft,SunSoft,SunOS 5.3 Linker and Libraries Manual,,manual,Sun Systems,1993,Sun Microsystems,801530010,paperback,,G120,available,,,,Exact ISBN,Exact
1994,SunOS 5.3 Network Interfaces Programmer's Guide,,manual,Sun Microsystems,1993,801529510,paperback,,G120A,1,0,,801529510,1994,,,SunSoft,SunSoft,SunOS 5.3 Network Interfaces Programmer's Guide,,manual,Sun Systems,1993,Sun Microsystems,801529510,paperback,,G120A,available,,,,Exact ISBN,Exact
1995,SunOS 5.3 Programming Utilities,,manual,Sun Microsystems,1993,801531010,paperback,,G120,1,0,,801531010,1995,,,SunSoft,SunSoft,SunOS 5.3 Programming Utilities,,manual,Sun Systems,1993,Sun Microsystems,801531010,paperback,,G120,available,,,,Exact ISBN,Exact
1996,SunOS 5.3 Reference Manual Index,,manual,Sun Microsystems,1993,801529710I,paperback,,G120A,1,0,,801529710i,1996,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Index,,manual,Sun Systems,1993,Sun Microsystems,801529710I,paperback,,G120A,available,,,,Exact ISBN,Exact
1997,SunOS 5.3 Reference Manual Section 1. User Comands (A-M),,manual,Sun Microsystems,1993,801529710S1A,paperback,,G120A,1,0,,801529710s1a,1997,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 1. User Comands (A-M),,manual,Sun Systems,1993,Sun Microsystems,801529710S1A,paperback,,G120A,available,,,,Exact ISBN,Exact
1998,SunOS 5.3 Reference Manual Section 1. User Comands (N-Z),,manual,Sun Microsystems,1993,801529710S1N,paperback,,G120A,1,0,,801529710s1n,1998,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 1. User Comands (N-Z),,manual,Sun Systems,1993,Sun Microsystems,801529710S1N,paperback,,G120A,available,,,,Exact ISBN,Exact
1999,SunOS 5.3 Reference Manual Section 1M. System Administration Commands,,manual,Sun Microsystems,1993,801529710S1,paperback,,G120A,1,0,,801529710s1,1999,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 1M. System Administration Commands,,manual,Sun Systems,1993,Sun Microsystems,801529710S1,paperback,,G120A,available,,,,Exact ISBN,Exact
2000,SunOS 5.3 Reference Manual Section 2. System Calls,,manual,Sun Microsystems,1993,801529710S2,paperback,,G120A,1,0,,801529710s2,2000,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 2. System Calls,,manual,Sun Systems,1993,Sun Microsystems,801529710S2,paperback,,G120A,available,,,,Exact ISBN,Exact
2001,SunOS 5.3 Reference Manual Section 3. Library Routines (A-M),,manual,Sun Microsystems,1993,801529710S3A,paperback,,G120A,1,0,,801529710s3a,2001,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 3. Library Routines (A-M),,manual,Sun Systems,1993,Sun Microsystems,801529710S3A,paperback,,G120A,available,,,,Exact ISBN,Exact
2002,SunOS 5.3 Reference Manual Section 3. Library Routines (N-Z),,manual,Sun Microsystems,1993,801529710S3N,paperback,,G120A,1,0,,801529710s3n,2002,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 3. Library Routines (N-Z),,manaul,Sun Systems,1993,Sun Microsystems,801529710S3N,paperback,,G120A,available,,,,Exact ISBN,Exact
2003,"SunOS 5.3 Reference Manual Section 4. File Formats Section 5. Headers, Tables and Macros",,manual,Sun Microsystems,1993,801529710S4,paperback,,G120A,1,0,,801529710s4,2003,,,SunSoft,SunSoft,"SunOS 5.3 Reference Manual Section 4. File Formats Section 5. Headers, Tables and Macros",,manaul,Sun Systems,1993,Sun Microsystems,801529710S4,paperback,,G120A,available,,,,Exact ISBN,Exact
2004,SunOS 5.3 Reference Manual Section 6. Demos Section 7. Special Files,,manual,Sun Microsystems,1993,801529710S6,paperback,,G120A,1,0,,801529710s6,2004,,,SunSoft,SunSoft,SunOS 5.3 Reference Manual Section 6. Demos Section 7. Special Files,,manaul,Sun Systems,1993,Sun Microsystems,801529710S6,paperback,,G120A,available,,,,Exact ISBN,Exact
2005,"SunOS 5.3 Reference Manual Section 9, 9E, 9F, 9S DDI/DKI Interfaces",,manual,Sun Microsystems,1993,801529710S9,paperback,,G120A,1,0,,801529710s9,2005,,,SunSoft,SunSoft,"SunOS 5.3 Reference Manual Section 9, 9E, 9F, 9S DDI/DKI Interfaces",,manual,Sun Systems,1993,Sun Microsystems,801529710S9,paperback,,G120A,available,,,,Exact ISBN,Exact
2006,SunOS 5.3 STREAMS Programmer's Guide,,manual,Sun Microsystems,1993,801530510,paperback,,G120,1,0,,801530510,2006,,,SunSoft,SunSoft,SunOS 5.3 STREAMS Programmer's Guide,,manual,Sun Systems,1993,Sun Microsystems,801530510,paperback,,G120,available,,,,Exact ISBN,Exact
2007,SunOS 5.3 System Services,,manual,Sun Microsystems,1993,801534210,paperback,,G120,1,0,,801534210,2007,,,SunSoft,SunSoft,SunOS 5.3 System Services,,manual,Sun Systems,1993,Sun Microsystems,801534210,paperback,,G120,available,,,,Exact ISBN,Exact
2008,SunOS 5.3 User's Guide to System Administration,,manual,Sun Microsystems,1993,801528610,paperback,,G120,1,0,,801528610,1979,,,SunSoft,SunSoft,Solaris 2.3 User's Guide to System Administration,,manual,Sun Systems,1993,Sun Microsystems,801528610,paperback,,G120A,available,,,,Exact ISBN,Exact
2008,SunOS 5.3 User's Guide to System Administration,,manual,Sun Microsystems,1993,801528610,paperback,,G120,1,0,,801528610,2008,,,SunSoft,SunSoft,SunOS 5.3 User's Guide to System Administration,,manual,Sun Systems,1993,Sun Microsystems,801528610,paperback,,G120,available,,,,Exact ISBN,Exact
2009,ToolTalk 1.1.1 Reference Manual,,manual,Sun Microsystems,1993,801527410,paperback,,G120A,1,0,,801527410,2009,,,SunSoft,SunSoft,ToolTalk 1.1.1 Reference Manual,,manual,Sun Systems,1993,Sun Microsystems,801527410,paperback,,G120A,available,,,,Exact ISBN,Exact
2010,ToolTalk 1.1.1 User's Guide,,manual,Sun Microsystems,1993,801527510,paperback,,G120A,1,0,,801527510,2010,,,SunSoft,SunSoft,ToolTalk 1.1.1 User's Guide,,manual,Sun Systems,1993,Sun Microsystems,801527510,paperback,,G120A,available,,,,Exact ISBN,Exact
2011,XView 3.3 Developer's Notes Solaris 2.3,,manual,Sun Microsystems,1993,801531810,paperback,,G120A,1,0,,801531810,2011,,,SunSoft,SunSoft,XView 3.3 Developer's Notes Solaris 2.3,,manual,Sun Systems,1993,Sun Microsystems,801531810,paperback,,G120A,available,,,,Exact ISBN,Exact
2012,Human-Computer Interface Design,"This book describes the principles of and practices in human-computer interfacing, based on applied psychology, while integrating the approach with methods of software engineering.",book,Macmillan Press,1988,0333428994,paperback,3Π16,G121,1,0,,0333428994,2012,Alistair,,Sutcliffe,Alistair Sutcliffe,Human-Computer Interface Design,"This book describes the principles of and practices in human-computer interfacing, based on applied psychology, while integrating the approach with methods of software engineering.",book,User Interfaces,1988,Macmillan Press,0333428994,paperback,3Π16,G121,available,,,,Exact ISBN,Exact
2014,Disabling Barriers-Enabling Environments,"This book presents a new approach to the understanding of disability, based on the experience of injustice and the growing collective identity of disabled people.",book,Open University Press,1993,803988257,paperback,CS/E,CS-LIB,1,0,,803988257,2014,John,,Swain,"John Swain, Vic Finkelstein, Sally French, Mike Oliver",Disabling Barriers-Enabling Environments,"This book presents a new approach to the understanding of disability, based on the experience of injustice and the growing collective identity of disabled people.",book,Disability,1993,Open University Press,803988257,paperback,CS/E,CS-LIB,available,,,,Exact ISBN,Exact
2015,The Practice of Special Education,This is a book about how our education system copes with children with special needs.,book,Basil Blackwell Ltd,1990,0631128859,paperback,CS,G117,1,0,,0631128859,2015,Will,,Swann,W. Swann,The Practice of Special Education,This is a book about how our education system copes with children with special needs.,book,Education & Disability,1990,Basil Blackwell Ltd,0631128859,paperback,CS,G117,available,,,,Exact ISBN,Exact
2016,The Norton Utilities for Windows/DOS User's Guide,This manual provides both instructional and reference material to help you get the most from the Norton Utilities,manual,Symantec Corporation,1994,073000178IN,paperback,GROUP,G122,1,0,,073000178in,2016,,,Symantec Corporation,Symantec Corporation,The Norton Utilities for Windows/DOS User's Guide,This manual provides both instructional and reference material to help you get the most from the Norton Utilities,manual,Windows / DOS,1994,Symantec Corporation,073000178IN,paperback,GROUP,G122,available,,,,Exact ISBN,Exact
2017,"Multimedia Technology Combining Sound, Text, Computing, Graphics and Video",This report addresses all the issues surrounding multimedia technology and its integration as it pertains to the desktop.,book,Computer Technology Research Corp.,1992,1566070015,paperback,CS,G123,1,0,,1566070015,2017,Bohdan,O.,Szuprowicz,Bohdan O. Szuprowicz,"Multimedia Technology Combining Sound, Text, Computing, Graphics and Video",This report addresses all the issues surrounding multimedia technology and its integration as it pertains to the desktop.,book,Multimedia,1992,Computer Technology Research Corp.,1566070015,paperback,CS,G123,available,,,,Exact ISBN,Exact
2019,Computer Networks,"Use of computer networks, presentation of the OSI stack and analysis of each OSI layer. ΔΩΡΕΑ ΣΤΗ ΒΙΒΛΙΟΘΗΚΗ ΙΠ-ΙΤΕ.",book,Prentice-Hall,1981,0131646990,paperback,CS,G122-CS,1,0,,0131646990,2019,Andrew,S.,Tanenbaum,Andrew S. Tanenbaum,Computer Networks,"Use of computer networks, presentation of the OSI stack and analysis of each OSI layer.",book,Networks,1981,Prentice-Hall,0131646990,paperback,CS,G122-CS,available,,,,Exact ISBN,Exact
2020,Computer Networks (Second Edition),"Use of computer networks, presentation of the OSI stack and analysis of each OSI layer.",book,Prentice-Hall,1989,0131668366,paperback,CS,G122,1,0,,0131668366,2020,Andrew,S.,Tanenbaum,Andrew S. Tanenbaum,Computer Networks (Second Edition),"Use of computer networks, presentation of the OSI stack and analysis of each OSI layer.",book,Networks,1989,Prentice-Hall,0131668366,paperback,CS,G122,available,,,,Exact ISBN,Exact
